#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC   mi    ft
2010 12 31 23 50  61  2.0  3.9  1.13  8.33  6.55 999 1026.2  17.3  20.1   8.4 99.0 99.00
2011 01 01 00 50  58  2.7  3.7  1.16  8.33  6.74 999 1026.5  17.3  20.1   8.5 99.0 99.00
2011 01 01 01 50  50  3.0  4.7  1.17  9.09  6.73 999 1026.5  17.3  20.1   8.0 99.0 99.00
2011 01 01 02 50  33  2.8  3.8  1.16  7.69  6.58 999 1026.7  17.2  20.1   7.4 99.0 99.00
2011 01 01 03 50  47  4.6  6.2  1.06  8.33  6.50 999 1026.4  17.3  20.0   7.6 99.0 99.00
2011 01 01 04 50  43  2.5  3.8  0.95  8.33  6.35 999 1026.0  17.2  20.0   7.6 99.0 99.00
2011 01 01 05 50  18  2.2  3.4  0.99  9.09  6.39 999 1025.7  17.1  19.9   7.5 99.0 99.00
2011 01 01 06 50  61  1.9  2.7  1.03  8.33  6.44 999 1025.3  17.1  19.9   7.8 99.0 99.00
2011 01 01 07 50  73  1.0  2.0  0.92  8.33  6.31 999 1025.5  17.0  19.8   7.7 99.0 99.00
2011 01 01 08 50  29  1.0  2.3  0.88  7.69  6.37 999 1025.5  16.9  19.8   7.5 99.0 99.00
2011 01 01 09 50  75  1.1  1.8  0.92  9.09  6.53 999 1025.3  16.9  19.8   7.5 99.0 99.00
2011 01 01 10 50  89  2.0  3.5  0.90  9.09  6.49 999 1025.7  17.0  19.8   8.0 99.0 99.00
2011 01 01 11 50 100  1.9  2.7  0.88  7.69  6.58 999 1026.3  17.0  19.8   7.9 99.0 99.00
2011 01 01 12 50  84  2.3  2.8  0.82  8.33  6.62 999 1026.8  17.8  19.8   8.2 99.0 99.00
2011 01 01 13 50 100  1.8  3.3  0.85  9.09  6.80 999 1027.0  17.7  19.8   8.0 99.0 99.00
2011 01 01 14 50 112  1.7  2.8  0.85  7.69  6.73 999 1027.1  17.8  19.9   8.4 99.0 99.00
2011 01 01 15 50   0  0.0  0.4  0.90  8.33  6.89 999 1026.8  19.0  20.0   8.2 99.0 99.00
2011 01 01 16 50 349  0.9  2.1  0.90  7.14  6.80 999 1026.1  18.0  20.3   8.5 99.0 99.00
2011 01 01 17 50  53  0.9  1.9  0.99  7.69  6.98 999 1025.6  18.1  20.8   8.5 99.0 99.00
2011 01 01 18 50 260  1.1  1.8  0.89  7.69  6.68 999 1025.5  17.9  20.7   8.4 99.0 99.00
2011 01 01 19 50 319  0.6  1.4  0.91  8.33  7.00 999 1025.6  18.5  20.4   8.1 99.0 99.00
2011 01 01 20 50 218  1.1  2.0  0.86  7.69  6.70 999 1025.5  18.6  20.2   8.2 99.0 99.00
2011 01 01 21 50 170  1.2  1.8  0.83  8.33  6.58 999 1025.5  17.4  20.1   8.4 99.0 99.00
2011 01 01 22 50 205  0.6  1.6  0.79  7.69  6.70 999 1025.8  17.3  20.0   8.7 99.0 99.00
2011 01 01 23 50 124  1.3  2.3  0.78  8.33  6.58 999 1025.9  17.4  19.9   8.8 99.0 99.00
2011 01 02 00 50 146  1.0  1.5  0.79 10.00  6.74 999 1026.2  17.4  19.9   8.9 99.0 99.00
2011 01 02 01 50 170  1.4  2.2  0.78  9.09  6.59 999 1025.9  17.4  19.8   9.1 99.0 99.00
2011 01 02 02 50 200  2.4  3.2  0.84  8.33  6.88 999 1026.0  17.4  19.8   9.0 99.0 99.00
2011 01 02 03 50 192  2.0  2.7  0.78 10.00  6.66 999 1026.0  17.4  19.8   9.4 99.0 99.00
2011 01 02 04 50 218  2.2  3.3  0.79  7.14  6.61 999 1025.5  17.4  19.8   9.7 99.0 99.00
2011 01 02 05 50 221  3.5  4.9  0.90  9.09  6.83 999 1025.0  17.4  19.8   9.8 99.0 99.00
2011 01 02 06 50 239  3.2  5.3  0.79  9.09  6.85 999 1024.9  17.4  19.8   9.4 99.0 99.00
2011 01 02 07 50 214  3.0  4.2  0.80  9.09  6.87 999 1024.8  17.6  19.8   9.6 99.0 99.00
2011 01 02 08 50 254  3.2  4.3  0.90  8.33  7.10 999 1024.4  17.8  19.8   9.7 99.0 99.00
2011 01 02 09 50 276  3.2  5.3  0.77  7.69  6.92 999 1024.3  18.0  19.8  10.4 99.0 99.00
2011 01 02 10 50 263  2.4  3.5  0.78  9.09  6.91 999 1024.3  17.9  19.8  10.4 99.0 99.00
2011 01 02 11 50 216  0.6  1.2  0.75  9.09  6.81 999 1024.1  17.9  19.8   9.3 99.0 99.00
2011 01 02 12 50 178  3.1  3.9  0.70  7.14  6.60 999 1024.1  18.5  19.8  10.1 99.0 99.00
2011 01 02 13 50 198  3.9  5.2  0.74  8.33  7.09 999 1024.2  18.5  19.8  10.7 99.0 99.00
2011 01 02 14 50 203  4.7  6.1  0.68  7.69  6.96 999 1024.1  18.6  19.9  11.3 99.0 99.00
2011 01 02 15 50 218  5.6  6.7  0.70  7.14  6.32 999 1023.3  18.7  20.0  11.1 99.0 99.00
2011 01 02 16 50 236  6.0  7.2  0.69  9.09  5.24 999 1022.3  18.8  20.1   9.9 99.0 99.00
2011 01 02 17 50 225  6.7  8.3  0.68  7.14  4.68 999 1021.0  19.0  20.2  10.3 99.0 99.00
2011 01 02 18 50 238  6.9  8.1  0.71  6.67  4.73 999 1021.1  19.0  20.3  10.5 99.0 99.00
2011 01 02 19 50 238  7.0  8.8  0.78  9.09  4.16 999 1021.1  19.0  20.3  11.1 99.0 99.00
2011 01 02 20 50 242  6.7  7.6  0.75 10.81  4.27 999 1020.8  19.1  20.2  11.5 99.0 99.00
2011 01 02 21 50 234  6.9  8.3  0.76  7.69  4.01 999 1020.7  18.9  20.2  12.1 99.0 99.00
2011 01 02 22 50 228  7.0  9.3  0.76  8.33  4.06 999 1020.7  19.1  20.1  12.8 99.0 99.00
2011 01 02 23 50 227  7.9  9.3  0.80  3.70  3.93 999 1020.5  19.2  20.1  12.7 99.0 99.00
2011 01 03 00 50 240  8.2  9.3  0.81  3.70  3.85 999 1020.3  19.4  20.1  12.9 99.0 99.00
2011 01 03 01 50 231  8.3 10.0  0.89  3.70  4.03 999 1020.2  19.4  20.1  13.0 99.0 99.00
2011 01 03 02 50 235  9.5 11.0  1.04  4.17  4.09 999 1019.7  19.5  20.1  13.7 99.0 99.00
2011 01 03 03 50 229  9.5 11.3  1.08  4.55  4.13 999 1019.2  19.6  20.1  13.9 99.0 99.00
2011 01 03 04 50 231  9.9 11.1  1.18  4.35  4.25 999 1018.6  19.6  20.1  14.3 99.0 99.00
2011 01 03 05 50 233 10.1 11.8  1.20  4.55  4.23 999 1017.7  19.7  20.1  14.6 99.0 99.00
2011 01 03 06 50 226 10.9 12.5  1.27  4.76  4.30 999 1017.0  19.7  20.1  14.5 99.0 99.00
2011 01 03 07 50 229 11.5 13.7  1.52  5.26  4.41 999 1016.3  19.8  20.1  15.2 99.0 99.00
