#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC   mi    ft
2008 12 31 23 50 350  9.2 11.0  1.19  5.56  4.25 999 1019.3  18.5  22.6  10.0 99.0 99.00
2009 01 01 00 50 353  9.5 12.2  1.36  5.56  4.31 999 1019.9  18.7  22.6   8.8 99.0 99.00
2009 01 01 01 50   3  9.0 11.1  1.28  5.56  4.28 999 1020.5  18.7  22.5   7.5 99.0 99.00
2009 01 01 02 50  19  9.7 11.5  1.34  5.56  4.30 999 1020.7  18.5  22.5   7.6 99.0 99.00
2009 01 01 03 50  25  9.2 11.0  1.36  5.56  4.36 999 1021.1  17.7  22.5   8.1 99.0 99.00
2009 01 01 04 50  34  9.1 11.1  1.56  5.56  4.57 999 1021.2  17.4  22.5   8.1 99.0 99.00
2009 01 01 05 50  38  9.8 12.1  1.66  5.88  4.61 999 1020.5  16.9  22.5   8.1 99.0 99.00
2009 01 01 06 50  43  9.1 11.0  1.84  6.25  4.83 999 1020.6  16.4  22.4   7.2 99.0 99.00
2009 01 01 07 50  52  8.4 11.0  1.75  6.25  4.87 999 1020.8  15.8  22.4   8.5 99.0 99.00
2009 01 01 08 50  61  9.7 12.4  1.80  6.25  4.89 999 1020.4  15.6  22.4   8.7 99.0 99.00
2009 01 01 09 50  65  8.9 11.5  1.94  6.25  5.03 999 1020.7  15.1  22.3   8.7 99.0 99.00
2009 01 01 10 50  79  9.1 11.5  1.94  5.88  5.04 999 1020.9  15.3  22.3   9.1 99.0 99.00
2009 01 01 11 50  86  9.1 10.9  2.03  6.67  5.04 999 1021.3  15.7  22.3   9.1 99.0 99.00
2009 01 01 12 50  90  9.8 12.6  1.96  6.67  5.04 999 1021.4  16.0  22.3   9.1 99.0 99.00
2009 01 01 13 50  90  9.6 12.3  2.05  6.25  5.09 999 1021.6  16.5  22.3  10.1 99.0 99.00
2009 01 01 14 50 103  9.5 12.3  1.81  6.25  4.96 999 1022.5  17.1  22.3   9.6 99.0 99.00
2009 01 01 15 50 104  9.5 11.6  1.97  6.67  5.13 999 1022.8  17.0  22.3  11.5 99.0 99.00
2009 01 01 16 50 117  8.5 10.8  1.94  6.25  5.05 999 1022.7  17.4  22.2  12.0 99.0 99.00
2009 01 01 17 50 111  7.6  9.8  1.81  6.67  4.98 999 1021.6  17.6  22.3  12.0 99.0 99.00
2009 01 01 18 50 126  7.7  9.5  1.77  7.14  5.18 999 1020.6  17.8  22.3  12.5 99.0 99.00
2009 01 01 19 50 119  8.2  9.8  1.98  6.67  5.35 999 1020.0  18.0  22.3  12.8 99.0 99.00
2009 01 01 20 50 115  7.9  9.4  1.77  7.14  5.20 999 1019.7  18.1  22.3  13.2 99.0 99.00
2009 01 01 21 50  98  7.2  8.8  1.58  7.14  5.07 999 1020.2  18.3  22.3  13.0 99.0 99.00
2009 01 01 22 50 112  7.2  8.7  1.65  7.14  5.20 999 1020.4  18.6  22.3  14.1 99.0 99.00
2009 01 01 23 50 110  7.4  9.6  1.76  6.67  5.23 999 1020.2  18.8  22.2  15.1 99.0 99.00
2009 01 02 00 50 123  7.0  9.0  1.62  6.67  5.21 999 1020.1  19.2  22.3  15.0 99.0 99.00
2009 01 02 01 50 127  8.0  9.7  1.70  7.14  5.15 999 1019.6  19.6  22.2  15.5 99.0 99.00
2009 01 02 02 50 127  7.0  8.5  1.69  6.67  5.21 999 1019.6  19.8  22.2  15.3 99.0 99.00
2009 01 02 03 50 128  6.7  8.8  1.55  7.14  4.93 999 1019.2  19.8  22.1  16.0 99.0 99.00
2009 01 02 04 50 131  6.2  7.7  1.51  6.67  4.91 999 1018.9  20.0  22.1  15.8 99.0 99.00
2009 01 02 05 50 146  7.0  8.7  1.42  6.67  4.83 999 1018.2  20.3  22.1  16.0 99.0 99.00
2009 01 02 06 50 154  7.5  8.8  1.29  6.25  4.53 999 1017.5  20.5  22.1  15.6 99.0 99.00
2009 01 02 07 50 165  6.5  7.8  1.36  6.25  4.67 999 1017.4  20.7  22.1  15.6 99.0 99.00
2009 01 02 08 50 171  5.3  6.7  1.24  6.25  4.66 999 1017.5  20.8  22.1  15.3 99.0 99.00
2009 01 02 09 50 163  5.5  6.7  1.27  5.88  4.72 999 1017.3  21.0  22.1  15.3 99.0 99.00
2009 01 02 10 50 186  4.1  5.4  1.24  6.25  4.82 999 1017.8  21.1  22.1  15.6 99.0 99.00
2009 01 02 11 50 186  3.9  4.9  1.27  6.67  4.97 999 1018.4  21.1  22.1  15.5 99.0 99.00
2009 01 02 12 50 193  3.8  4.5  1.22  6.25  4.99 999 1019.0  21.2  22.0  15.6 99.0 99.00
2009 01 02 13 50 204  3.0  3.5  1.22  6.25  4.93 999 1019.5  21.5  22.0  15.9 99.0 99.00
2009 01 02 14 50 195  4.4  5.0  1.37  6.67  5.29 999 1019.6  21.7  22.1  16.7 99.0 99.00
2009 01 02 15 50 177  5.7  6.5  1.22  6.67  5.10 999 1019.6  21.9  22.1  16.3 99.0 99.00
2009 01 02 16 50 177  5.3  6.7  1.03  6.25  4.64 999 1019.4  21.9  22.1  16.2 99.0 99.00
2009 01 02 17 50 184  6.6  7.8  0.99  6.25  4.57 999 1018.1  21.9  22.1  16.8 99.0 99.00
2009 01 02 18 50 197  6.1  7.1  1.00  6.25  4.48 999 1017.3  21.9  22.2  17.2 99.0 99.00
2009 01 02 19 50 199  5.4  6.1  0.88  5.88  4.28 999 1016.8  22.0  22.2  17.6 99.0 99.00
2009 01 02 20 50 195  5.6  6.7  0.89  6.25  4.29 999 1016.7  22.1  22.1  17.8 99.0 99.00
2009 01 02 21 50 197  5.5  6.5  0.85  5.88  4.22 999 1016.9  22.1  21.7  17.8 99.0 99.00
2009 01 02 22 50 200  5.0  5.7  0.90  6.25  4.36 999 1017.1  22.0  21.6  17.8 99.0 99.00
2009 01 02 23 50 193  4.7  5.7  0.78  6.25  4.09 999 1017.3  22.0  21.6  18.1 99.0 99.00
2009 01 03 00 50 191  5.2  6.0  0.81  6.25  4.26 999 1017.6  21.9  21.7  18.5 99.0 99.00
2009 01 03 01 50 185  4.1  4.9  0.78  6.25  4.22 999 1017.9  22.0  21.7  18.9 99.0 99.00
2009 01 03 02 50 178  4.3  5.1  0.75  6.25  4.25 999 1018.1  22.0  21.8  19.1 99.0 99.00
2009 01 03 03 50 183  4.9  6.1  0.74  6.25  4.04 999 1018.1  22.0  21.8  19.1 99.0 99.00
2009 01 03 04 50 185  5.2  6.0  0.75  5.88  4.19 999 1017.9  21.9  21.8  19.4 99.0 99.00
2009 01 03 05 50 185  5.0  5.8  0.73  5.88  4.02 999 1017.6  21.9  21.7  19.7 99.0 99.00
2009 01 03 06 50 194  4.5  5.3  0.73  5.56  4.07 999 1017.3  21.8  21.6  20.0 99.0 99.00
2009 01 03 07 50 196  3.7  4.4  0.75  5.56  4.16 999 1017.3  21.8  21.6  19.9 99.0 99.00
2009 01 03 08 50 194  3.6  4.1  0.72  5.88  4.15 999 1017.2  21.7  21.6  20.0 99.0 99.00
2009 01 03 09 50 203  3.6  4.2  0.77  5.56  4.17 999 1017.1  21.7  21.5  19.9 99.0 99.00
2009 01 03 10 50 192  3.3  3.9  0.83  5.56  4.30 999 1017.2  21.7  21.5  20.2 99.0 99.00
2009 01 03 11 50 171  5.2  6.2  0.83  5.56  4.16 999 1017.6  21.9  21.5  19.7 99.0 99.00
2009 01 03 12 50 156  5.3  6.3  0.88  5.56  4.12 999 1017.9  21.9  21.5  19.3 99.0 99.00
2009 01 03 13 50 152  5.9  7.0  0.88  5.56  4.00 999 1018.1  21.9  21.5  19.6 99.0 99.00
2009 01 03 14 50 162  4.7  5.6  0.83  5.88  3.98 999 1018.9  22.1  21.6  19.1 99.0 99.00
2009 01 03 15 50 167  4.4  5.3  0.74  5.26  3.98 999 1019.6  22.1  21.6  19.2 99.0 99.00
2009 01 03 16 50 169  3.6  4.3  0.72  5.26  3.88 999 1019.0  22.1  21.7  19.7 99.0 99.00
2009 01 03 17 50 171  4.3  4.9  0.70  5.88  3.94 999 1018.0  22.2  21.8  19.9 99.0 99.00
2009 01 03 18 50 164  4.1  5.1  0.68  5.26  3.87 999 1017.0  22.2  21.8  20.3 99.0 99.00
2009 01 03 19 50 172  4.8  5.6  0.66  4.76  3.85 999 1016.7  22.3  21.9  20.4 99.0 99.00
