#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC   mi    ft
2008 12 31 23 50 323  3.9  5.7  2.32 13.79  8.66 300 1017.4  10.4  13.3 999.0 99.0 99.00
2009 01 01 00 50 335  3.1  4.1  2.21 13.79  8.16 295 1017.2  10.8  13.2 999.0 99.0 99.00
2009 01 01 01 50 337  5.3  6.5  2.31 13.79  8.35 302 1017.0  12.4  13.2 999.0 99.0 99.00
2009 01 01 02 50 327  6.3  7.7  2.26 13.79  7.98 293 1016.9  13.4  13.2 999.0 99.0 99.00
2009 01 01 03 50 315  5.7  6.9  2.39 12.90  7.58 297 1017.1  13.2  13.2 999.0 99.0 99.00
2009 01 01 04 50 321  5.7  7.1  2.35 12.12  7.39 299 1016.8  13.3  13.2 999.0 99.0 99.00
2009 01 01 05 50 328  7.0  8.8  2.48 12.90  7.36 300 1016.8  13.7  13.2 999.0 99.0 99.00
2009 01 01 06 50 340  5.7  7.4  2.53 12.90  6.96 290 1017.0  13.3  13.2 999.0 99.0 99.00
2009 01 01 07 50  11  4.6  5.5  2.53 13.79  6.90 301 1016.9  11.5  13.1 999.0 99.0 99.00
2009 01 01 08 50  19  3.5  4.4  2.50 13.79  6.83 301 1017.0  10.9  13.2 999.0 99.0 99.00
2009 01 01 09 50 342  6.9  8.3  2.70  8.33  6.64 298 1016.9  12.7  13.1 999.0 99.0 99.00
2009 01 01 10 50 340  9.0 10.8  2.52 12.90  6.41 309 1016.8  12.6  13.1 999.0 99.0 99.00
2009 01 01 11 50 335  8.2  9.6  2.57  7.69  6.47 303 1016.9  12.4  13.1 999.0 99.0 99.00
2009 01 01 12 50 334  7.9  9.6  2.52  8.33  6.28 310 1016.6  12.6  13.1 999.0 99.0 99.00
2009 01 01 13 50 338  8.5 10.4  2.36  7.69  6.23 295 1016.8  12.5  13.0 999.0 99.0 99.00
2009 01 01 14 50 333  8.1  9.7  2.29  8.33  6.27 307 1017.0  12.3  13.1 999.0 99.0 99.00
2009 01 01 15 50 340  7.8  8.9  2.26  8.33  6.13 295 1017.2  12.3  13.0 999.0 99.0 99.00
2009 01 01 16 50 359  4.6  5.7  2.20  7.69  6.43 299 1017.7  12.3  13.0 999.0 99.0 99.00
2009 01 01 17 50  38  2.3  3.1  2.22 12.90  6.79 296 1018.3  11.6  13.1 999.0 99.0 99.00
2009 01 01 18 50 336  6.5  8.0  2.20 12.90  6.76 292 1018.3  12.2  13.1 999.0 99.0 99.00
2009 01 01 19 50 331  6.4  7.3  2.13  7.69  6.33 296 1017.4  12.5  13.1 999.0 99.0 99.00
2009 01 01 20 50   1  2.4  3.6  2.04 12.90  6.29 294 1016.5  12.2  13.2 999.0 99.0 99.00
2009 01 01 21 50 324  5.6  6.6  1.98  7.14  6.46 292 1015.8  12.4  13.3 999.0 99.0 99.00
2009 01 01 22 50 327  7.1  8.8  1.98  7.69  6.42 296 1015.4  12.5  13.3 999.0 99.0 99.00
2009 01 01 23 50 328  8.5  9.9  2.01 12.90  6.30 303 1015.0  12.5  13.2 999.0 99.0 99.00
2009 01 02 00 50 330  7.4  9.1  2.00 11.43  6.28 295 1014.8  12.4  13.2 999.0 99.0 99.00
2009 01 02 01 50 328  7.9  9.1  1.98 12.12  6.11 294 1014.6  12.4  13.2 999.0 99.0 99.00
2009 01 02 02 50 324  8.0  9.3  2.02 12.12  6.12 292 1014.7  12.5  13.2 999.0 99.0 99.00
2009 01 02 03 50 327  8.0  9.4  2.20 12.12  6.26 290 1014.7  12.4  13.2 999.0 99.0 99.00
2009 01 02 04 50 322  8.1  9.2  2.09 11.43  6.12 290 1014.8  12.4  13.2 999.0 99.0 99.00
2009 01 02 05 50 324  7.3  8.7  2.17 11.43  6.10 290 1014.7  12.4  13.2 999.0 99.0 99.00
2009 01 02 06 50 321  6.1  7.2  2.05 12.12  6.13 287 1014.8  12.5  13.2 999.0 99.0 99.00
2009 01 02 07 50 320  5.5  6.6  2.05  8.33  6.23 287 1014.7  12.6  13.1 999.0 99.0 99.00
2009 01 02 08 50 325  5.5  6.6  1.80 12.12  6.10 286 1014.4  12.6  13.1 999.0 99.0 99.00
2009 01 02 09 50 327  6.5  8.1  1.94 10.81  6.54 288 1014.2  12.6  13.1 999.0 99.0 99.00
2009 01 02 10 50 342  5.8  7.0  1.82  7.69  6.09 288 1014.0  12.5  13.1 999.0 99.0 99.00
2009 01 02 11 50 339  5.3  6.0  1.89 12.12  6.53 292 1013.8  12.5  13.0 999.0 99.0 99.00
2009 01 02 12 50  13  4.3  4.9  1.91 12.12  7.15 300 1014.1  12.0  13.0 999.0 99.0 99.00
2009 01 02 13 50 339  7.0  8.7  1.77 17.39  6.54 260 1014.1  12.6  13.0 999.0 99.0 99.00
2009 01 02 14 50 335  8.1  9.7  1.90  9.09  6.27 279 1014.3  12.1  13.0 999.0 99.0 99.00
2009 01 02 15 50 336  9.2 11.1  1.97 16.00  6.07 276 1014.7  11.8  13.0 999.0 99.0 99.00
2009 01 02 16 50 334  9.7 11.4  2.15 16.00  5.85 281 1014.9  12.0  12.9 999.0 99.0 99.00
2009 01 02 17 50 325  8.2 10.0  2.20 16.00  5.81 277 1015.3  12.0  13.0 999.0 99.0 99.00
2009 01 02 18 50 320  8.3 10.5  2.33  8.33  6.11 292 1015.3  12.1  13.0 999.0 99.0 99.00
2009 01 02 19 50 325  9.6 11.8  2.18 16.00  5.86 271 1014.3  12.3  13.0 999.0 99.0 99.00
