#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec deg    hPa  degC  degC  degC  nmi    ft
2009 12 31 23 50 312  7.3  9.4 99.00 99.00 99.00 999 1016.4  17.6  23.6 999.0 99.0 99.00
2010 01 01 00 50 303  6.6  9.0  2.67  9.09  6.62 212 1016.7  17.0  23.6 999.0 99.0 99.00
2010 01 01 01 50 310  4.9  6.9  2.52  9.09  6.82 218 1016.4  16.9  23.6 999.0 99.0 99.00
2010 01 01 02 50 273  4.9  6.6  2.85  9.09  7.05 197 1016.3  17.0  23.6 999.0 99.0 99.00
2010 01 01 03 50 257  4.2  6.9  2.39  9.09  6.66 192 1015.6  17.2  23.6 999.0 99.0 99.00
2010 01 01 04 50 231  5.2  7.1  2.47  9.09  6.98 219 1015.0  17.5  23.6 999.0 99.0 99.00
2010 01 01 05 50 232  5.4  8.3  2.49  9.09  6.97 209 1014.2  18.2  23.6 999.0 99.0 99.00
2010 01 01 06 50 234  4.9  7.3  2.57  9.09  7.48 200 1013.4  19.0  23.6 999.0 99.0 99.00
2010 01 01 07 50 231  7.6  9.6  2.49  9.09  7.17 203 1012.5  19.7  23.6 999.0 99.0 99.00
2010 01 01 08 50 212  8.1 10.0  2.48  9.09  6.75 182 1010.3  20.3  23.6 999.0 99.0 99.00
2010 01 01 09 50 343  7.8 11.1  2.70 10.00  6.67 202 1011.1  17.7  23.6 999.0 99.0 99.00
2010 01 01 10 50   4  8.8 11.0 99.00 99.00 99.00 194 1011.0  16.5  23.6 999.0 99.0 99.00
2010 01 01 11 50 338  4.5  6.3  2.42  9.09  6.35 196 1011.4  16.7  23.6 999.0 99.0 99.00
2010 01 01 12 50 332  5.8  7.7  2.12  9.09  6.20 223 1010.9  17.2  23.6 999.0 99.0 99.00
2010 01 01 13 50 340  4.8  7.1  2.22 10.00  6.40 193 1010.8  17.3  23.6 999.0 99.0 99.00
2010 01 01 14 50   4  5.1  6.7  2.27  9.09  6.45 195 1010.1  16.6  23.7 999.0 99.0 99.00
2010 01 01 15 50   7  5.1  6.3  2.28  9.09  6.47 190 1009.4  16.7  23.6 999.0 99.0 99.00
2010 01 01 16 50  23  4.1  5.5  2.39  8.33  6.49 188 1007.6  16.6  23.7 999.0 99.0 99.00
2010 01 01 17 50 354  6.3  8.3  2.48 10.00  6.90 181 1006.7  16.4  23.6 999.0 99.0 99.00
2010 01 01 18 50 356  6.7  8.9  2.50  9.09  6.89 186 1005.6  15.9  23.6 999.0 99.0 99.00
2010 01 01 19 50 338  6.9  9.5  2.19  9.09  6.44 190 1005.4  16.1  23.6 999.0 99.0 99.00
2010 01 01 20 50 349  9.4 11.8 99.00 99.00 99.00 999 1004.4  15.9  23.5 999.0 99.0 99.00
2010 01 01 21 50 341  9.7 12.0 99.00 99.00 99.00 999 1004.1  15.7  23.4 999.0 99.0 99.00
2010 01 01 22 50 340  8.8 11.5  2.20  9.09  6.22 199 1004.1  15.3  22.8 999.0 99.0 99.00
2010 01 01 23 50 359 10.9 15.6  1.95  8.33  5.63 182 1003.1  15.2  23.0 999.0 99.0 99.00
2010 01 02 00 50 355 10.8 13.7 99.00 99.00 99.00 999 1002.0  15.3  23.2 999.0 99.0 99.00
2010 01 02 01 50 353 12.8 15.5 99.00 99.00 99.00 999 1001.4  14.1  23.2 999.0 99.0 99.00
2010 01 02 02 50 346 14.2 17.2 99.00 99.00 99.00 335 1001.0  13.7  23.3 999.0 99.0 99.00
2010 01 02 03 50 343 14.2 17.5 99.00 99.00 99.00 999 1000.6  13.4  23.4 999.0 99.0 99.00
2010 01 02 04 50 332 14.8 18.7  3.40  7.14  6.52 338 1000.1  12.5  23.4 999.0 99.0 99.00
2010 01 02 05 50 334 13.3 16.3  3.35  9.09  6.52 337 1000.1  12.0  23.4 999.0 99.0 99.00
2010 01 02 06 50 340 13.0 15.7 99.00 99.00 99.00 999 1000.2  11.9  23.3 999.0 99.0 99.00
2010 01 02 07 50 303 15.7 19.5  3.97  8.33  6.84 339 1000.5  10.7  23.3 999.0 99.0 99.00
2010 01 02 08 50 298 15.8 20.2  3.46  8.33  6.72 333 1000.2  11.8  23.2 999.0 99.0 99.00
2010 01 02 09 50 328 15.5 21.1  3.97  8.33  7.02 326 1001.3   9.4  23.0 999.0 99.0 99.00
2010 01 02 10 50 317 15.0 18.5  4.02  9.09  7.28 322 1001.1  11.0  23.1 999.0 99.0 99.00
2010 01 02 11 50 311 13.5 17.8 99.00 99.00 99.00 325 1001.4  10.9  23.0 999.0 99.0 99.00
2010 01 02 12 50 315 15.1 18.9  4.30  9.09  7.27 322 1001.4   9.6  22.9 999.0 99.0 99.00
2010 01 02 13 50 298 14.5 17.5  4.69  9.09  7.66 327 1002.1   9.2  22.7 999.0 99.0 99.00
2010 01 02 14 50 290 13.8 20.3  4.14 10.00  7.25 327 1002.4   9.2  22.3 999.0 99.0 99.00
