#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC   mi    ft
2009 01 02 01 20 100  3.0  6.2  0.77 12.90  4.91  81 1027.6   5.4  18.5  -3.9 99.0 99.00
2009 01 02 01 50 101  4.2  5.9  0.77 12.12  5.06  74 1027.2   5.6  18.5  -2.3 99.0 99.00
2009 01 02 02 20  95  4.4  6.5  0.74 12.90  5.01  75 1026.7   6.0  18.5  -1.2 99.0 99.00
2009 01 02 02 50 101  3.5  6.1  0.73 12.12  4.83  82 1026.4   6.3  18.5  -1.6 99.0 99.00
2009 01 02 03 20 104  4.1  6.6  0.76 12.90  5.06  90 1026.1   6.7  18.6   0.2 99.0 99.00
2009 01 02 04 20 108  3.9  5.9  0.81 13.79  5.22 101 1025.5   7.4  18.6   1.6 99.0 99.00
2009 01 02 04 50 124  3.7  5.8  0.74 12.12  5.34  98 1025.2   7.8  18.7   1.3 99.0 99.00
2009 01 02 05 20 124  3.6  5.9  0.78 12.12  5.38  87 1024.6   8.1  18.7   1.7 99.0 99.00
2009 01 02 05 50 130  3.4  5.3  0.75 10.00  5.49  92 1024.3   8.6  18.7   2.4 99.0 99.00
2009 01 02 06 20 153  2.8  5.3  0.83 12.90  5.32 104 1023.9   8.9  18.7   2.4 99.0 99.00
2009 01 02 06 50 142  3.4  5.1  0.79 10.81  5.57  94 1023.7   9.3  18.7   2.9 99.0 99.00
2009 01 02 07 20 143  3.6  6.1  0.85 12.12  6.00  84 1023.3   9.8  18.7   3.2 99.0 99.00
2009 01 02 07 50 154  4.5  6.7  0.95 12.12  6.34  87 1022.9  10.4  18.7   3.7 99.0 99.00
2009 01 02 08 20 159  4.4  6.3  0.91 12.12  6.38  80 1022.8  10.7  18.7   4.4 99.0 99.00
2009 01 02 08 50 181  5.0  6.3  0.93 11.43  6.37  98 1022.5  11.2  18.8   4.8 99.0 99.00
2009 01 02 09 20 183  5.0  6.8  0.96  9.09  6.03  97 1022.4  11.4  18.9   5.1 99.0 99.00
2009 01 02 09 50 183  6.1  7.7  1.07 10.81  6.41  85 1022.1  12.0  18.9   5.5 99.0 99.00
2009 01 02 10 20 187  5.9  7.6  1.13 10.81  6.16  80 1021.9  12.6  19.0   5.7 99.0 99.00
2009 01 02 10 50 189  5.8  8.2  1.10 10.81  5.54  91 1021.8  12.8  19.1   5.7 99.0 99.00
2009 01 02 11 20 181  6.7  8.5  1.03 10.00  5.36  88 1021.4  13.2  19.2   5.1 99.0 99.00
2009 01 02 11 50 185  6.9  8.5  1.07 11.43  5.15  90 1021.5  13.6  19.3   5.9 99.0 99.00
2009 01 02 12 20 179  7.6  9.5  1.06 10.81  4.90  78 1021.0  14.0  19.3   5.7 99.0 99.00
2009 01 02 12 50 183  7.8 10.1  1.10 10.81  4.96  84 1021.2  14.7  19.4   5.4 99.0 99.00
2009 01 02 13 20 192  8.3 10.2  1.08 10.81  4.64  89 1021.0  15.4  19.4 999.0 99.0 99.00
2009 01 02 13 50 191  8.9 10.9  1.02  8.33  4.27  98 1020.7  15.6  19.5   4.8 99.0 99.00
2009 01 02 14 20 188  8.6 10.6  1.13 10.00  4.19  96 1020.8  15.9  19.5   5.5 99.0 99.00
2009 01 02 14 50 190 10.1 12.9  1.16 10.00  4.07 101 1020.4  16.3  19.5   7.3 99.0 99.00
2009 01 02 15 20 188 10.7 13.8  1.22  4.17  4.15 211 1019.9  16.7  19.6   7.9 99.0 99.00
2009 01 02 15 50 190 10.7 13.5  1.29  4.35  4.17 215 1019.2  17.0  19.6   8.3 99.0 99.00
2009 01 02 16 20 188 11.4 13.7  1.48  4.55  4.29 208 1018.5  17.1  19.6   8.8 99.0 99.00
2009 01 02 16 50 190 11.1 13.1  1.55  4.76  4.19 206 1018.0  17.4  19.6   9.4 99.0 99.00
2009 01 02 17 20 195 11.6 14.7  1.62  5.00  4.51 203 1017.0  17.6  19.6   8.8 99.0 99.00
2009 01 02 17 50 197 12.3 14.7  1.77  5.00  4.57 205 1016.3  17.7  19.5   8.8 99.0 99.00
2009 01 02 18 20 203 11.3 13.3  1.83  5.26  4.54 210 1016.3  17.8  19.4   9.6 99.0 99.00
2009 01 02 18 50 206 11.5 14.2  1.81  5.56  4.53 199 1015.8  18.0  19.4  10.3 99.0 99.00
2009 01 02 19 20 213 11.7 13.6  1.91  5.26  4.59 203 1015.6  18.0  19.3   9.7 99.0 99.00
2009 01 02 19 50 213 11.1 13.3  1.85  5.56  4.65 203 1015.3  18.2  19.1   9.5 99.0 99.00
2009 01 02 20 20 210 11.4 13.8  1.90  5.56  4.69 214 1015.2  18.2  18.9  10.6 99.0 99.00
2009 01 02 20 50 223 11.6 14.0  1.89  5.88  4.78 199 1015.1  18.1  18.8  11.0 99.0 99.00
2009 01 02 21 20 212 11.3 13.8  1.73  5.56  4.55 214 1014.8  18.3  18.7  10.8 99.0 99.00
2009 01 02 21 50 216 11.4 13.8  1.83  5.88  4.72 208 1014.9  18.4  18.7  11.3 99.0 99.00
2009 01 02 22 20 218 11.0 14.1  1.77  5.88  4.62 207 1014.8  18.3  18.6  12.3 99.0 99.00
2009 01 02 22 50 220 11.7 13.9  1.73  5.88  4.60 200 1014.8  17.9  18.5  12.5 99.0 99.00
2009 01 02 23 20 220 11.8 14.7  1.87  5.56  4.60 210 1014.6  17.7  18.5  13.0 99.0 99.00
2009 01 02 23 50 220 11.9 14.6  1.74  5.56  4.60 214 1014.4  17.8  18.5  13.2 99.0 99.00
2009 01 03 00 20 229 12.2 15.1  1.83  5.88  4.54 211 1014.6  17.8  18.5  13.6 99.0 99.00
2009 01 03 00 50 236 12.7 15.1  1.93  5.56  4.48 216 1014.6  17.7  18.6  13.4 99.0 99.00
2009 01 03 01 20 239 12.3 14.7  1.80  5.00  4.55 232 1014.7  17.7  18.6  13.3 99.0 99.00
2009 01 03 01 50 251 11.4 13.8  1.95  5.56  4.59 225 1015.0  17.5  18.7  13.5 99.0 99.00
2009 01 03 02 20 264 10.4 13.8  1.84  5.88  4.55 219 1015.6  17.1  18.7  13.6 99.0 99.00
