#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec deg    hPa  degC  degC  degC  nmi    ft
2008 01 01 00 00   7  4.5  5.3  1.98 13.79  8.14 289 1017.4  14.3  14.7 999.0 99.0 99.00
2008 01 01 01 00 352  3.3  4.1  2.15 14.81  8.46 281 1017.7  14.2  14.7 999.0 99.0 99.00
2008 01 01 02 00   9  3.9  4.4  2.08 13.79  8.55 293 1018.4  14.2  14.6 999.0 99.0 99.00
2008 01 01 03 00  20  3.6  4.3  1.87 14.81  8.46 297 1019.1  14.4  14.6 999.0 99.0 99.00
2008 01 01 04 00  36  3.0  3.9  1.75 14.81  8.42 293 1019.9  14.5  14.6 999.0 99.0 99.00
2008 01 01 05 00  44  3.3  4.3  1.90 14.81  8.56 303 1020.1  14.7  14.6 999.0 99.0 99.00
2008 01 01 06 00  68  3.2  4.0  1.79 14.81  8.57 284 1020.4  14.7  14.5 999.0 99.0 99.00
2008 01 01 07 00  67  2.4  3.3  1.83 13.79  9.20 281 1020.7  15.0  14.3 999.0 99.0 99.00
2008 01 01 08 00  48  2.6  3.2  1.86 13.79  8.23 275 1020.8  14.6  14.3 999.0 99.0 99.00
2008 01 01 09 00  43  3.3  4.1  1.87 12.90  7.38 281 1020.7  14.8  14.5 999.0 99.0 99.00
2008 01 01 10 00  33  3.8  4.4  1.85 17.39  7.72 280 1020.6  15.1  14.4 999.0 99.0 99.00
2008 01 01 11 00  36  3.3  4.3  1.80 12.90  7.71 290 1020.4  15.7  14.4 999.0 99.0 99.00
2008 01 01 12 00  34  3.9  4.6  1.67 12.90  7.67 289 1020.0  15.5  14.4 999.0 99.0 99.00
2008 01 01 13 00  43  3.4  4.4  1.62 14.81  7.51 277 1019.9  15.5  14.4 999.0 99.0 99.00
2008 01 01 14 00  69  3.3  4.0  1.48 12.90  7.60 275 1020.2  15.5  14.4 999.0 99.0 99.00
2008 01 01 15 00  38  3.4  4.0  1.65 12.90  7.70 286 1020.5  14.5  14.4 999.0 99.0 99.00
2008 01 01 16 00  61  3.8  4.6  1.57 14.81  7.65 295 1020.8  15.2  14.4 999.0 99.0 99.00
2008 01 01 17 00  44  3.5  4.3  1.54 13.79  7.06 286 1021.3  15.0  14.4 999.0 99.0 99.00
2008 01 01 18 00  42  3.5  4.5  1.50 14.81  7.26 290 1021.5  15.4  14.4 999.0 99.0 99.00
2008 01 01 19 00  37  4.5  5.3  1.52 12.90  7.34 286 1020.7  15.3  14.5 999.0 99.0 99.00
2008 01 01 20 00  29  3.3  3.8  1.60 13.79  7.07 288 1020.3  15.5  14.5 999.0 99.0 99.00
2008 01 01 21 00   9  4.2  4.7  1.54 14.81  7.34 289 1019.2  15.8  14.5 999.0 99.0 99.00
2008 01 01 22 00 352  5.8  7.0  1.62 14.81  7.32 287 1018.1  14.9  14.5 999.0 99.0 99.00
2008 01 01 23 00 360  4.6  5.5  1.43 14.81  6.54 296 1018.0  14.9  14.5 999.0 99.0 99.00
2008 01 02 00 00   8  5.0  5.7  1.34 13.79  6.28 275 1017.9  15.3  14.5 999.0 99.0 99.00
2008 01 02 01 00  14  3.3  4.1  1.33 13.79  6.91 269 1018.4  15.6  14.4 999.0 99.0 99.00
