#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec deg    hPa  degC  degC  degC  nmi    ft
2009 12 31 23 50 355  3.7  4.4  1.89 12.90  8.55 313 1025.5  14.5 999.0 999.0 99.0 99.00
2010 01 01 00 50 329  2.6  3.2  1.76 12.90  8.46 311 1025.4  14.4 999.0 999.0 99.0 99.00
2010 01 01 01 50 340  2.8  3.7  1.87 12.90  8.65 314 1025.5  14.3 999.0 999.0 99.0 99.00
2010 01 01 02 50 335  4.1  4.7  1.77 13.79  8.55 311 1025.9  14.3 999.0 999.0 99.0 99.00
2010 01 01 03 50 325  5.0  5.8  1.60 12.90  8.49 316 1025.9  14.6 999.0 999.0 99.0 99.00
2010 01 01 04 50 335  4.9  5.6  1.64 12.90  7.96 314 1026.2  14.6 999.0 999.0 99.0 99.00
2010 01 01 05 50 338  5.9  6.8  1.63 12.90  7.85 321 1026.2  14.7 999.0 999.0 99.0 99.00
2010 01 01 06 50 346  6.5  7.7  1.70 12.90  7.59 321 1026.1  15.0 999.0 999.0 99.0 99.00
2010 01 01 07 50 346  5.6  6.4  1.66 12.90  7.54 317 1025.9  15.2 999.0 999.0 99.0 99.00
2010 01 01 08 50 338  6.8  8.0  1.65 12.90  7.31 319 1025.4  15.0 999.0 999.0 99.0 99.00
2010 01 01 09 50 341  6.1  7.2  1.63 12.90  6.83 311 1024.9  15.0 999.0 999.0 99.0 99.00
2010 01 01 10 50 337  6.3  7.2  1.51 11.43  6.26 306 1024.7  14.8 999.0 999.0 99.0 99.00
2010 01 01 11 50 339  5.6  6.9  1.48 11.43  6.28 311 1024.1  14.6 999.0 999.0 99.0 99.00
2010 01 01 12 50 333  5.5  6.8  1.63 12.12  6.92 311 1023.6  14.4 999.0 999.0 99.0 99.00
2010 01 01 13 50 328  4.7  5.7  1.50 12.12  7.11 306 1023.5  14.4 999.0 999.0 99.0 99.00
2010 01 01 14 50 324  4.3  5.3  1.53 11.43  7.11 307 1023.7  14.6 999.0 999.0 99.0 99.00
2010 01 01 15 50 332  5.8  6.9  1.52 12.12  6.96 309 1024.0  14.7 999.0 999.0 99.0 99.00
2010 01 01 16 50 330  6.1  7.2  1.59 10.81  7.12 312 1024.2  14.8 999.0 999.0 99.0 99.00
2010 01 01 17 50 322  5.7  6.8  1.42 12.90  6.30 305 1024.6  15.0 999.0 999.0 99.0 99.00
2010 01 01 18 50 318  8.3  9.7  1.60 12.12  6.46 316 1024.4  14.9 999.0 999.0 99.0 99.00
2010 01 01 19 50 330  6.2  7.4  1.55 12.12  6.05 307 1023.2  14.8 999.0 999.0 99.0 99.00
2010 01 01 20 50 323  8.7  9.7  1.56 12.90  5.89 303 1022.2  14.8 999.0 999.0 99.0 99.00
2010 01 01 21 50 327  8.2  9.5  1.62 12.90  5.63 308 1021.2  15.0 999.0 999.0 99.0 99.00
2010 01 01 22 50 319  8.7 10.2  1.57 12.12  5.83 314 1021.1  14.9 999.0 999.0 99.0 99.00
2010 01 01 23 50 324  8.7 10.1  1.66 13.79  5.39 306 1021.0  14.9 999.0 999.0 99.0 99.00
2010 01 02 00 50 323  8.6 10.3  1.67 12.90  5.64 306 1020.6  15.0 999.0 999.0 99.0 99.00
2010 01 02 01 50 324  8.3 10.0  1.59 11.43  5.72 310 1020.4  15.0 999.0 999.0 99.0 99.00
2010 01 02 02 50 330  8.5 10.0  1.57 12.12  5.32 319 1020.0  15.0 999.0 999.0 99.0 99.00
2010 01 02 03 50 336  7.4  8.7  1.59 12.90  5.34 309 1019.7  15.0 999.0 999.0 99.0 99.00
2010 01 02 04 50 326  8.2  9.4  1.77 12.90  5.60 306 1019.8  15.0 999.0 999.0 99.0 99.00
2010 01 02 05 50 327  9.5 11.6  1.63 12.12  5.42 321 1020.1  15.2 999.0 999.0 99.0 99.00
2010 01 02 06 50 333  8.6 10.6  1.87 12.90  5.51 312 1019.6  15.4 999.0 999.0 99.0 99.00
2010 01 02 07 50 325  7.5  9.0  1.85 11.43  5.98 313 1019.4  15.3 999.0 999.0 99.0 99.00
2010 01 02 08 50 317 10.1 11.8  1.94 11.43  6.13 310 1019.2  15.5 999.0 999.0 99.0 99.00
2010 01 02 09 50 315 12.4 14.9  2.10 12.12  5.55 305 1019.4  15.2 999.0 999.0 99.0 99.00
2010 01 02 10 50 345  8.7 10.2  2.16 12.12  5.64 313 1018.6  15.5 999.0 999.0 99.0 99.00
2010 01 02 11 50 352  7.1  8.2  2.22 12.12  6.06 301 1017.9  15.6 999.0 999.0 99.0 99.00
2010 01 02 12 50 341  5.0  5.8  2.15 12.12  6.36 308 1017.8  15.3 999.0 999.0 99.0 99.00
