YYYY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC  nmi    ft
2007 09 25 00 00  46  7.6  9.1  0.92  9.09  4.65  82 1018.7  26.3  27.4  22.2 99.0 99.00
2007 09 25 01 00  49  6.1  8.0  1.02  8.33  4.48  90 1019.4  24.6  27.3  21.1 99.0 99.00
2007 09 25 02 00  66  8.4  9.7  0.97  9.09  4.71  83 1019.5  26.3  27.3  22.2 99.0 99.00
2007 09 25 03 00  75  8.5  9.6  1.06  8.33  4.55  80 1019.5  26.3  27.3  21.7 99.0 99.00
2007 09 25 04 00  76  8.1  9.6  1.08  8.33  4.75  80 1019.4  26.2  27.3  22.4 99.0 99.00
2007 09 25 05 00  87  7.8  9.0  1.01  9.09  4.76  88 1019.3  26.3  27.3  22.1 99.0 99.00
2007 09 25 06 00  94  7.3  8.4  1.08  4.76  4.72 999 1019.2  26.2  27.3  22.2 99.0 99.00
2007 09 25 07 00  99  6.9  7.9  1.00  4.76  4.60 999 1018.8  26.2  27.3  21.7 99.0 99.00
2007 09 25 08 00  87  5.6  6.7  1.06  8.33  4.91  81 1018.7  26.1  27.3  22.2 99.0 99.00
2007 09 25 09 00  80  5.7  6.8  1.09  8.33  4.88  80 1019.0  26.2  27.3  22.0 99.0 99.00
2007 09 25 10 00  92  5.3  6.3  0.99  8.33  4.85  79 1019.4  26.3  27.3  21.9 99.0 99.00
2007 09 25 11 00  80  5.2  5.9  1.01  7.69  4.84  78 1020.0  26.3  27.3  21.6 99.0 99.00
2007 09 25 12 00  63  6.1  7.0  1.03  5.00  4.91  87 1020.8  26.4  27.3  22.0 99.0 99.00
2007 09 25 13 00  59  6.0  7.0  1.10  7.69  4.87  82 1021.1  25.7  27.3  21.7 99.0 99.00
2007 09 25 14 00  67  8.3  9.3  1.12  5.56  4.80  35 1021.7  26.2  27.3  22.1 99.0 99.00
2007 09 25 15 00  81  7.8  8.9  1.15  4.55  4.62 999 1022.0  26.4  27.3  22.0 99.0 99.00
2007 09 25 16 00  98  7.3  8.6  1.17  4.76  4.51 999 1021.9  25.8  27.3  23.2 99.0 99.00
2007 09 25 17 00  74  7.5  8.9  1.32  5.88  4.61  18 1021.5  26.1  27.3  23.3 99.0 99.00
2007 09 25 18 00  91  8.8 10.3  1.31  5.56  4.62  29 1021.6  26.6  27.3  22.7 99.0 99.00
2007 09 25 19 00  91  8.7 10.0  1.32  5.00  4.50  94 1020.7  26.6  27.3  23.0 99.0 99.00
2007 09 25 20 00  87  7.9  8.9  1.35  5.26  4.59  79 1020.6  26.6  27.3  22.9 99.0 99.00
2007 09 25 21 00 100  7.9  9.1  1.30  5.00  4.62 104 1020.3  26.9  27.3  22.6 99.0 99.00
2007 09 25 22 00  90  5.9  8.3  1.32  5.00  4.59  82 1020.2  25.7  27.3  23.0 99.0 99.00
2007 09 25 23 00 105  8.0  9.4  1.31  5.26  4.64 111 1020.3  26.7  27.3  22.8 99.0 99.00
2007 09 26 00 00 117  7.7  8.8  1.24  5.00  4.83 108 1020.8  26.8  27.3  22.7 99.0 99.00
2007 09 26 01 00 120  7.2  8.1  1.25  5.26  4.96  92 1021.4  26.6  27.2  23.0 99.0 99.00
2007 09 26 02 00 128  7.8  8.8  1.18  5.26  4.83 103 1021.5  26.7  27.3  22.8 99.0 99.00
2007 09 26 03 00 126  8.3  9.4  1.18  5.56  4.79  75 1021.2  26.7  27.3  22.4 99.0 99.00
2007 09 26 04 00 131  7.4  9.2  1.31  5.56  4.84  84 1021.2  26.6  27.2  22.8 99.0 99.00
2007 09 26 05 00 132  6.3  7.5  1.26  5.26  4.90  98 1021.0  26.5  27.2  22.5 99.0 99.00
2007 09 26 06 00 128  6.2  7.2  1.24  5.88  4.93  94 1020.8  26.4  27.2  22.2 99.0 99.00
2007 09 26 07 00 131  5.8  6.6  1.17  5.88  5.07  97 1020.7  26.4  27.2  21.7 99.0 99.00
2007 09 26 08 00 121  5.6  6.8  1.19  5.88  5.13  93 1020.6  26.3  27.2  21.8 99.0 99.00
2007 09 26 09 00 113  5.2  6.0  1.15  5.88  5.33  85 1020.8  26.3  27.1  22.0 99.0 99.00
2007 09 26 10 00 111  5.6  6.9  1.19  6.25  5.35  97 1021.0  26.3  27.1  22.0 99.0 99.00
2007 09 26 11 00  97  5.6  6.8  1.20  6.25  5.45 103 1020.9  26.3  27.0  21.7 99.0 99.00
2007 09 26 12 00  95  6.0  7.5  1.28  5.88  5.45 111 1021.0  26.5  27.1  22.2 99.0 99.00
2007 09 26 13 00  95  6.9  8.3  1.29  6.67  5.33 116 1020.9  26.6  27.1  22.1 99.0 99.00
2007 09 26 14 00  98  8.3  9.6  1.28  6.67  5.06 119 1021.2  26.8  27.2  22.0 99.0 99.00
2007 09 26 15 00 102  7.8  9.0  1.31  5.88  4.97 105 1021.6  26.9  27.2  22.1 99.0 99.00
2007 09 26 16 00 110  8.8  9.9  1.42  5.88  5.06 109 1021.4  27.0  27.2  22.6 99.0 99.00
2007 09 26 17 00 107  8.6  9.7  1.54  7.14  4.99 137 1020.6  27.0  27.3  23.2 99.0 99.00
2007 09 26 18 00 107  8.1  9.6  1.36  7.14  4.88 124 1019.9  27.0  27.3  23.2 99.0 99.00
2007 09 26 19 00 102  8.5 10.0  1.45  6.67  4.86 128 1019.3  27.0  27.3  23.6 99.0 99.00
2007 09 26 20 00 104  9.1 10.3  1.56  7.14  4.90 130 1018.9  26.8  27.3  23.9 99.0 99.00
2007 09 26 21 00 111  8.4 10.1 99.00 99.00 99.00 999 1018.6  26.7  27.3  24.0 99.0 99.00
2007 09 26 22 00 115  8.8 10.0  1.61  6.67  5.03 126 1018.4  26.7  27.3  23.7 99.0 99.00
2007 09 26 23 00 114  8.8  9.8  1.62  6.67  5.23 126 1018.4  26.7  27.2  23.9 99.0 99.00
2007 09 27 00 00 132  7.6  8.9  1.65  7.14  5.28 122 1019.1  26.6  27.2  23.7 99.0 99.00
2007 09 27 01 00 151  8.7 14.0  1.58  6.67  5.28 132 1019.7  24.8  27.2  23.8 99.0 99.00
2007 09 27 02 00 155  8.9 10.1  1.52  6.67  5.16 133 1019.8  26.6  27.2  23.9 99.0 99.00
2007 09 27 03 00 156  8.1  9.5 99.00 99.00 99.00 999 1019.6  26.5  27.2  24.5 99.0 99.00
2007 09 27 04 00 164  7.9  9.1  1.48  7.14  5.23 121 1019.3  26.7  27.1  24.0 99.0 99.00
2007 09 27 05 00 155  8.1  9.7  1.45  7.14  5.21 120 1019.0  26.7  27.0  24.2 99.0 99.00
2007 09 27 06 00 161  7.4  8.5  1.65  7.14  5.49 120 1018.9  26.7  27.0  24.3 99.0 99.00
2007 09 27 07 00 159  7.2  8.4  1.50  7.14  5.41 112 1018.5  26.6  27.0  24.2 99.0 99.00
2007 09 27 08 00 154  7.0  8.0  1.44  6.67  5.47 111 1018.1  26.6  27.0  24.1 99.0 99.00
2007 09 27 09 00 151  7.4  8.8  1.44  7.14  5.49 115 1018.2  26.7  27.0  24.1 99.0 99.00
2007 09 27 10 00 153  6.8  8.0  1.48  7.14  5.59 114 1018.1  26.6  27.0  24.2 99.0 99.00
2007 09 27 11 00 156  7.1  8.0  1.41  7.69  5.56 125 1018.5  26.6  27.0  24.4 99.0 99.00
2007 09 27 12 00 151  7.0  8.0  1.44  6.67  5.50 114 1018.4  26.8  27.0  24.8 99.0 99.00
2007 09 27 13 00 183  7.7  9.7  1.45  6.25  5.48 122 1018.6  25.9  27.0  23.9 99.0 99.00
