#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC  nmi    ft
2007 01 06 00 00 346 15.5 20.1  6.05 12.12  8.41 311 1028.2  11.3  12.8 999.0 99.0 99.00
2007 01 06 01 00 354 14.1 16.9  5.53 11.43  8.11 324 1029.5  11.6  12.8 999.0 99.0 99.00
2007 01 06 02 00 347 15.5 18.6  5.51 12.12  8.36 316 1029.1  11.6  12.8 999.0 99.0 99.00
2007 01 06 03 00 352 12.4 15.9  5.54 12.12  8.23 316 1030.3  11.7  12.7 999.0 99.0 99.00
2007 01 06 04 00 353 12.1 14.5  5.56 13.79  8.29 328 1030.7  11.6  12.7 999.0 99.0 99.00
2007 01 06 05 00 352 11.3 14.2  5.85 14.81  8.57 308 1031.2  11.8  12.7 999.0 99.0 99.00
2007 01 06 06 00 352 11.4 14.5  5.42 11.43  8.52 325 1031.0  11.7  12.7 999.0 99.0 99.00
2007 01 06 07 00 349 11.5 14.3  5.05 11.43  8.16 303 1031.2  11.6  12.7 999.0 99.0 99.00
2007 01 06 08 00 355 10.2 12.4  4.96 12.90  8.38 305 1031.0  11.7  12.7 999.0 99.0 99.00
2007 01 06 09 00 357  9.3 11.7  4.81 12.90  8.49 308 1030.9  11.7  12.7 999.0 99.0 99.00
2007 01 06 10 00 357 10.1 12.1  4.49 12.90  8.44 311 1031.2  11.6  12.7 999.0 99.0 99.00
2007 01 06 11 00   1  9.2 11.3  4.57 10.81  8.21 322 1031.6  11.7  12.7 999.0 99.0 99.00
2007 01 06 12 00 358 10.6 13.0  3.87 11.43  7.85 314 1031.6  11.6  12.6 999.0 99.0 99.00
2007 01 06 13 00 358  8.5 10.5  4.37 12.12  7.89 313 1031.5  11.6  12.6 999.0 99.0 99.00
2007 01 06 14 00 357 10.8 13.9  4.44 12.90  8.06 310 1032.1  11.4  12.6 999.0 99.0 99.00
2007 01 06 15 00   1 11.3 14.0  4.18 14.81  7.69 304 1032.0  11.2  12.6 999.0 99.0 99.00
2007 01 06 16 00 352 13.0 16.9  4.08 10.81  7.39 307 1031.8  11.2  12.6 999.0 99.0 99.00
2007 01 06 17 00 353 12.8 15.0  4.49 10.00  7.75 316 1032.4  11.2  12.6 999.0 99.0 99.00
2007 01 06 18 00 348 13.5 16.5  4.39 10.00  7.47 312 1032.4  11.4  12.7 999.0 99.0 99.00
2007 01 06 19 00 347 11.8 14.7  4.11 12.90  7.12 305 1031.9  11.3  12.7 999.0 99.0 99.00
2007 01 06 20 00 349 14.2 17.7  4.51  9.09  7.33 322 1030.6  11.3  12.7 999.0 99.0 99.00
2007 01 06 21 00 345 14.6 18.4  4.38 12.90  7.38 306 1029.5  11.6  12.6 999.0 99.0 99.00
2007 01 06 22 00 345 13.8 16.6  4.49 12.90  7.12 314 1029.0  11.6  12.6 999.0 99.0 99.00
2007 01 06 23 00 342 15.3 19.3  4.34 12.90  7.11 313 1028.5  11.8  12.6 999.0 99.0 99.00
2007 01 07 00 00 338 16.2 19.5  4.29 13.79  7.17 317 1028.2  11.9  12.5 999.0 99.0 99.00
2007 01 07 01 00 342 15.0 18.0  4.65  8.33  7.49 328 1028.7  12.0  12.5 999.0 99.0 99.00
2007 01 07 02 00 344 14.5 18.2  4.46 12.12  7.27 328 1028.9  12.1  12.4 999.0 99.0 99.00
2007 01 07 03 00 345 13.4 16.9  4.48  8.33  7.43 312 1029.4  12.2  12.4 999.0 99.0 99.00
2007 01 07 04 00 343 13.2 16.6  4.51 12.12  7.79 314 1029.5  12.0  12.4 999.0 99.0 99.00
2007 01 07 05 00 345 11.8 15.4  4.24 13.79  7.70 324 1030.1  12.1  12.4 999.0 99.0 99.00
2007 01 07 06 00 346 11.8 14.4  4.38 14.81  7.74 338 1030.4  12.1  12.5 999.0 99.0 99.00
2007 01 07 07 00 351 11.3 13.9  4.10 14.81  7.70 323 1030.7  12.1  12.7 999.0 99.0 99.00
2007 01 07 08 00 347  9.8 12.0  4.12 14.81  7.83 316 1030.6  12.2  12.7 999.0 99.0 99.00
2007 01 07 09 00 349  9.2 11.7  4.00 14.81  7.88 331 1030.7  12.0  12.7 999.0 99.0 99.00
2007 01 07 10 00 343  9.2 11.6  3.86 13.79  8.22 326 1030.6  12.4  12.7 999.0 99.0 99.00
2007 01 07 11 00 357  9.2 12.1  4.34 13.79  9.03 319 1030.8  12.6  12.7 999.0 99.0 99.00
2007 01 07 12 00 355  8.3 10.4  4.62 13.79  8.87 321 1030.4  12.4  12.7 999.0 99.0 99.00
2007 01 07 13 00   1  7.6  9.2  4.82 13.79  9.45 327 1030.7  12.5  12.7 999.0 99.0 99.00
2007 01 07 14 00  18  5.5  7.5  4.44 14.81  9.07 321 1031.0  12.6  12.7 999.0 99.0 99.00
2007 01 07 15 00   4  5.6  7.0  4.28 13.79  8.78 327 1031.3  12.5  12.7 999.0 99.0 99.00
2007 01 07 16 00 360  5.4  6.8  4.49 13.79  8.80 326 1031.3  12.7  12.7 999.0 99.0 99.00
2007 01 07 17 00 356  7.6  9.6  4.54 12.90  8.88 319 1031.9  12.5  12.7 999.0 99.0 99.00
2007 01 07 18 00   3  4.8  6.3  3.87 14.81  8.39 328 1032.6  12.4  12.7 999.0 99.0 99.00
2007 01 07 19 00 334  5.5  7.1  4.08 14.81  8.65 319 1032.5  12.2  12.8 999.0 99.0 99.00
2007 01 07 20 00   1  6.7  8.4  4.07 13.79  9.06 313 1031.7  12.4  12.8 999.0 99.0 99.00
2007 01 07 21 00 360  4.6  6.4  3.93 14.81  8.89 300 1030.8  12.5  12.8 999.0 99.0 99.00
2007 01 07 22 00 339  5.7  7.2  4.24 14.81  9.13 296 1030.0  12.7  12.8 999.0 99.0 99.00
2007 01 07 23 00 349 11.0 13.0  3.80 16.00  8.66 297 1029.1  12.6  12.8 999.0 99.0 99.00
2007 01 08 00 00 356  8.4 10.7  3.90 13.79  8.53 306 1029.6  12.6  12.8 999.0 99.0 99.00
2007 01 08 01 00   8  8.0  9.5  3.99 14.81  8.47 324 1029.8  12.5  12.8 999.0 99.0 99.00
2007 01 08 02 00  16  5.5  7.4  4.18 14.81  8.63 321 1029.9  12.3  12.8 999.0 99.0 99.00
2007 01 08 03 00   3  6.2  7.8  3.91 16.00  8.35 315 1029.8  12.3  12.7 999.0 99.0 99.00
2007 01 08 04 00 360  7.1  9.7  4.34 16.00  8.66 313 1029.4  12.5  12.7 999.0 99.0 99.00
2007 01 08 05 00 359  8.6 10.7  4.07 13.79  8.26 313 1029.1  12.4  12.7 999.0 99.0 99.00
2007 01 08 06 00 352  7.9 10.3  4.30 16.00  8.75 306 1029.1  12.2  12.7 999.0 99.0 99.00
2007 01 08 07 00 343  7.1  9.3  4.26 13.79  8.83 305 1028.8  12.2  12.7 999.0 99.0 99.00
2007 01 08 08 00 323  7.0  9.4  4.27 16.00  9.20 305 1028.3  12.2  12.7 999.0 99.0 99.00
2007 01 08 09 00 331  5.5  7.4  4.12 13.79  9.37 316 1027.5  12.1  12.7 999.0 99.0 99.00
2007 01 08 10 00 355  4.9  6.5  4.08 16.00  9.58 315 1027.3  12.4  12.7 999.0 99.0 99.00
2007 01 08 11 00  32  1.8  2.8  4.09 16.00  9.33 311 1026.6  12.0  12.7 999.0 99.0 99.00
2007 01 08 12 00  67  2.1  3.4  4.45 14.81  9.89 301 1026.2  12.0  12.7 999.0 99.0 99.00
2007 01 08 13 00  21  2.8  4.0  4.34 16.00  9.87 311 1025.8  12.2  12.7 999.0 99.0 99.00
2007 01 08 14 00   5  2.7  4.2  4.44 17.39  9.85 308 1025.9  12.2  12.7 999.0 99.0 99.00
2007 01 08 15 00 353  2.0  3.5  4.00 16.00  9.46 311 1025.8  12.7  12.7 999.0 99.0 99.00
2007 01 08 16 00  70  0.6  1.7  3.80 16.00  9.28 319 1026.0  12.7  12.7 999.0 99.0 99.00
2007 01 08 17 00 101  0.9  2.2  3.90 17.39  9.39 312 1026.1  13.2  12.7 999.0 99.0 99.00
2007 01 08 18 00 246  2.2  3.5  4.16 16.00  9.90 319 1026.5  13.1  12.7 999.0 99.0 99.00
2007 01 08 19 00 302  1.9  3.1  3.91 16.00  9.58 304 1026.0  13.2  12.8 999.0 99.0 99.00
2007 01 08 20 00 300  2.3  4.0  3.92 16.00  9.94 319 1024.9  13.4  12.9 999.0 99.0 99.00
2007 01 08 21 00 300  1.9  3.4  3.89 14.81 10.13 320 1023.5  13.6  13.1 999.0 99.0 99.00
2007 01 08 22 00 335  2.1  3.6  3.70 16.00  9.80 315 1022.7  14.0  13.1 999.0 99.0 99.00
2007 01 08 23 00 349  2.9  4.5  3.89 14.81 10.44 311 1022.2  14.1  13.1 999.0 99.0 99.00
2007 01 09 00 00 325  2.4  3.6  3.85 14.81 10.61 323 1022.0  14.2  13.1 999.0 99.0 99.00
2007 01 09 01 00 337  3.2  4.7  3.86 17.39 10.49 311 1021.9  13.5  13.0 999.0 99.0 99.00
2007 01 09 02 00 343  4.5  5.8  4.18 16.00 10.91 320 1021.7  13.5  12.9 999.0 99.0 99.00
2007 01 09 03 00 351  3.9  5.4  4.33 16.00 11.11 309 1021.7  13.6  12.9 999.0 99.0 99.00
2007 01 09 04 00 347  2.6  3.7  3.99 16.00 10.67 311 1021.3  13.3  12.9 999.0 99.0 99.00
2007 01 09 05 00 349  2.3  4.2  4.23 17.39 11.09 320 1021.3  13.4  12.9 999.0 99.0 99.00
