YYYY MM DD hh WD   WSPD GST  WVHT  DPD   APD  MWD  BAR    ATMP  WTMP  DEWP  VIS  TIDE
2003 01 04 07 301  5.6  7.1  3.18 12.50  9.72 289 1021.6  13.5  13.7 999.0 99.0 99.00
2003 01 04 08 304  6.3  7.5  3.12 14.29  9.89 280 1021.8  13.4  13.7 999.0 99.0 99.00
2003 01 04 09 317  5.6  6.8  2.88 14.29  9.75 276 1021.4  13.6  13.7 999.0 99.0 99.00
2003 01 04 10 318  4.8  6.5  2.92 14.29  9.93 280 1021.9  13.6  13.6 999.0 99.0 99.00
2003 01 04 11 314  7.2  8.6  3.03 14.29  9.71 278 1022.4  13.6  13.6 999.0 99.0 99.00
2003 01 04 12 315  7.6  9.2  2.85 14.29  9.26 274 1022.5  13.5  13.6 999.0 99.0 99.00
2003 01 04 13 314  7.1  9.4  3.12 14.29  9.39 273 1021.9  13.6  13.6 999.0 99.0 99.00
2003 01 04 14 314  4.3  5.7  3.20 14.29  9.93 282 1021.8  13.6  13.6 999.0 99.0 99.00
2003 01 04 15 304  8.0 10.0  3.42 14.29 10.07 281 1022.6  13.6  13.7 999.0 99.0 99.00
2003 01 04 16 318  7.1  8.7  3.42 14.29  9.35 281 1023.4  13.6  13.7 999.0 99.0 99.00
2003 01 04 17 310  5.9  7.3  3.85 14.29 10.61 286 1023.6  13.7  13.7 999.0 99.0 99.00
2003 01 04 18 315  7.9  9.6  3.35 14.29 10.07 286 1024.1  14.1  13.7 999.0 99.0 99.00
2003 01 04 19 313  8.1  9.5  3.50 14.29 10.22 289 1024.1  14.1  13.7 999.0 99.0 99.00
2003 01 04 20 307 10.2 12.8  4.11 14.29 10.27 289 1023.4  14.1  13.7 999.0 99.0 99.00
2003 01 04 21 305 10.4 12.8  3.49 14.29  9.22 290 1023.3  14.2  13.9 999.0 99.0 99.00
2003 01 04 22 318 10.1 12.2  3.94 14.29  9.19 293 1022.7  14.3  13.8 999.0 99.0 99.00
2003 01 04 23 318 10.3 12.2  3.44 12.50  8.20 286 1022.2  14.4  13.8 999.0 99.0 99.00
2003 01 05 00 318 10.5 12.5  3.80 14.29  8.64 286 1022.3  14.5  13.7 999.0 99.0 99.00
2003 01 05 01 322  9.6 11.3  3.22 12.50  7.47 291 1022.2  14.5  13.6 999.0 99.0 99.00
2003 01 05 02 322  9.8 12.0  3.61 16.67  8.41 281 1022.3  14.8  13.6 999.0 99.0 99.00
2003 01 05 03 318 10.7 13.0  3.45 14.29  8.12 287 1022.6  14.6  13.6 999.0 99.0 99.00
2003 01 05 04 326 10.7 13.5  3.44 14.29  8.18 284 1022.8  14.5  13.6 999.0 99.0 99.00
2003 01 05 05 320 10.2 11.9  3.46 14.29  8.01 284 1022.6  14.5  13.6 999.0 99.0 99.00
2003 01 05 06 322 11.3 14.3  3.11 14.29  7.55 292 1022.6  14.5  13.6 999.0 99.0 99.00
2003 01 05 07 323  9.7 12.2  3.28 16.67  8.11 287 1022.2  14.5  13.6 999.0 99.0 99.00
2003 01 05 08 322  8.3  9.9  3.29 16.67  8.24 278 1022.0  14.5  13.6 999.0 99.0 99.00
2003 01 05 09 356  6.2  8.8  3.73 14.29  8.78 287 1022.7  14.1  13.6 999.0 99.0 99.00
2003 01 05 10 329  7.2  9.5  3.73 16.67  9.01 286 1022.7  14.1  13.6 999.0 99.0 99.00
2003 01 05 11 344  5.7  7.6  4.18 14.29  9.86 292 1022.7  14.2  13.6 999.0 99.0 99.00
2003 01 05 12 344  7.1  9.5  4.30 16.67  9.48 286 1022.5  14.1  13.6 999.0 99.0 99.00
2003 01 05 13 330  7.0  8.5  4.40 16.67  9.78 282 1022.0  14.5  13.6 999.0 99.0 99.00
2003 01 05 14 316  8.6 10.3  4.84 16.67 10.39 280 1021.4  15.2  13.6 999.0 99.0 99.00
2003 01 05 15 311  8.3 10.1  4.29 16.67 10.18 276 1021.2  14.5  13.6 999.0 99.0 99.00
2003 01 05 16 328  8.8 10.3  4.89 16.67 10.86 277 1021.8  14.2  13.6 999.0 99.0 99.00
2003 01 05 17 329  8.1 10.4  5.21 16.67 10.98 281 1022.1  14.0  13.6 999.0 99.0 99.00
2003 01 05 18 329  8.4 10.5  4.83 16.67 10.26 281 1022.1  13.7  13.6 999.0 99.0 99.00
2003 01 05 19 322  5.6  7.3  4.60 16.67 10.16 282 1021.7  14.1  13.6 999.0 99.0 99.00
2003 01 05 20 319  5.5  6.8  5.33 16.67 11.47 282 1020.5  14.4  13.6 999.0 99.0 99.00
2003 01 05 21 313  6.3  7.9  4.15 16.67 10.93 279 1019.3  14.2  13.7 999.0 99.0 99.00
2003 01 05 22 309  5.9  7.6  4.28 16.67 10.96 283 1018.1  14.4  13.7 999.0 99.0 99.00
2003 01 05 23 312  4.5  6.0  4.35 16.67 10.70 279 1017.7  14.5  13.7 999.0 99.0 99.00
2003 01 06 00 336  4.1  5.5  4.59 16.67 11.26 283 1017.8  14.9  13.7 999.0 99.0 99.00
2003 01 06 01 332  6.2  7.7  4.03 16.67 10.35 275 1017.4  14.9  13.7 999.0 99.0 99.00
2003 01 06 02 344  5.9  7.2  4.37 16.67 10.42 286 1017.2  14.8  13.7 999.0 99.0 99.00
2003 01 06 03 341  6.2  7.3  3.97 16.67  9.52 277 1017.1  14.7  13.7 999.0 99.0 99.00
2003 01 06 04 342  5.9  7.4  4.32 14.29  9.86 287 1017.0  14.8  13.6 999.0 99.0 99.00
2003 01 06 05 329  5.5  7.1  4.42 16.67 10.08 283 1016.8  14.8  13.6 999.0 99.0 99.00
2003 01 06 06 339  2.8  4.2  4.00 14.29  9.39 286 1017.0  14.5  13.6 999.0 99.0 99.00
2003 01 06 07 320  3.9  6.3  4.13 16.67  9.53 280 1016.5  14.4  13.6 999.0 99.0 99.00
2003 01 06 08 348  6.2  7.4  4.17 16.67  9.73 284 1015.8  14.1  13.6 999.0 99.0 99.00
2003 01 06 09 337  5.1  6.3  4.03 14.29 10.06 286 1015.1  13.7  13.6 999.0 99.0 99.00
2003 01 06 10 115  2.8  4.8  4.22 16.67 10.19 283 1015.6  13.6  13.6 999.0 99.0 99.00
2003 01 06 11 149  2.4  4.1  3.55 16.67  9.93 267 1015.6  13.6  13.6 999.0 99.0 99.00
2003 01 06 12 176  2.5  3.7  3.31 16.67  9.72 269 1015.6  13.4  13.6 999.0 99.0 99.00
2003 01 06 13 215  1.8  2.6  3.50 16.67  9.80 275 1015.4  13.4  13.6 999.0 99.0 99.00
2003 01 06 14 316  1.1  1.9  3.20 16.67  9.59 282 1015.7  13.4  13.6 999.0 99.0 99.00
2003 01 06 15  10  0.2  1.3  3.36 14.29  9.74 279 1016.3  13.3  13.6 999.0 99.0 99.00
2003 01 06 16 158  1.3  2.5  3.17 16.67  9.64 278 1016.8  13.3  13.6 999.0 99.0 99.00
2003 01 06 17 162  1.3  2.1  3.29 14.29  9.98 280 1017.8  13.6  13.6 999.0 99.0 99.00
2003 01 06 18 178  1.9  2.5  3.13 14.29  9.89 273 1018.3  14.1  13.6 999.0 99.0 99.00
2003 01 06 19 101  0.7  1.9  2.85 14.29  9.93 283 1018.0  14.5  13.7 999.0 99.0 99.00
2003 01 06 20 138  0.9  1.9  2.97 14.29 10.13 284 1017.4  15.5  14.1 999.0 99.0 99.00
2003 01 06 21 196  1.8  2.3  2.87 14.29 10.05 289 1017.0  15.6  14.4 999.0 99.0 99.00
2003 01 06 22 190  1.0  2.1  3.83 25.00 12.06 111 1016.8  16.0  14.9 999.0 99.0 99.00
2003 01 06 23 207  1.3  2.2  3.43 25.00 11.52 276 1016.9  16.4  14.8 999.0 99.0 99.00
2003 01 07 00 357  1.9  2.8  3.72 25.00 12.42 275 1017.5  15.7  14.8 999.0 99.0 99.00
2003 01 07 01 338  2.4  3.6  4.14 25.00 14.06 277 1017.9  15.0  14.4 999.0 99.0 99.00
2003 01 07 02 353  2.3  2.8  4.11 25.00 13.80 283 1018.4  14.5  14.1 999.0 99.0 99.00
2003 01 07 03 342  2.4  3.5  5.25 25.00 15.66 280 1018.7  14.8  14.0 999.0 99.0 99.00
2003 01 07 04 331  2.4  3.1  4.60 20.00 14.75 276 1019.1  14.8  14.1 999.0 99.0 99.00
2003 01 07 05 342  2.0  3.0  4.26 20.00 14.53 279 1019.3  15.2  13.9 999.0 99.0 99.00
2003 01 07 06 329  2.8  3.5  5.06 20.00 15.86 280 1019.4  15.2  13.7 999.0 99.0 99.00
2003 01 07 07 294  1.4  2.5  4.47 20.00 14.64 275 1019.7  15.2  13.7 999.0 99.0 99.00
2003 01 07 08 332  3.3  5.2  3.99 20.00 14.15 275 1019.5  16.0  13.7 999.0 99.0 99.00
2003 01 07 09 353  2.8  3.5  4.18 20.00 14.44 277 1019.1  14.9  13.7 999.0 99.0 99.00
2003 01 07 10 345  2.6  3.4  4.21 20.00 14.56 277 1019.0  14.9  13.7 999.0 99.0 99.00
2003 01 07 11   2  2.2  2.7  3.90 16.67 13.68 277 1019.0  14.2  13.7 999.0 99.0 99.00
2003 01 07 12 300  2.4  3.5  3.79 20.00 14.24 278 1018.8  14.1  13.6 999.0 99.0 99.00
2003 01 07 13 360  4.9  5.6  4.55 20.00 14.51 280 1018.1  14.5  13.6 999.0 99.0 99.00
2003 01 07 14 354  3.8  4.6  4.19 16.67 13.98 276 1018.2  15.2  13.6 999.0 99.0 99.00
2003 01 07 15 316  2.2  3.4  4.17 16.67 13.95 277 1018.2  14.9  13.6 999.0 99.0 99.00
2003 01 07 16 340  2.8  3.7  3.67 16.67 13.76 278 1018.1  14.4  13.6 999.0 99.0 99.00
2003 01 07 17 346  3.2  4.1  4.39 16.67 14.50 275 1018.4  14.4  13.7 999.0 99.0 99.00
2003 01 07 18 322  1.1  2.1  3.92 16.67 13.65 279 1018.6  14.9  13.7 999.0 99.0 99.00
2003 01 07 19 283  2.1  3.3  4.72 16.67 14.62 279 1018.1  15.7  14.1 999.0 99.0 99.00
2003 01 07 20 330  3.1  4.3  3.77 16.67 13.56 279 1017.0  16.4  14.1 999.0 99.0 99.00
2003 01 07 21 354  4.0  4.6  4.17 16.67 13.68 279 1015.9  17.2  14.4 999.0 99.0 99.00
2003 01 07 22   6  2.8  3.4  4.13 16.67 13.75 282 1015.5  17.8  14.4 999.0 99.0 99.00
2003 01 07 23 344  2.7  3.5  3.99 16.67 13.35 281 1015.0  17.8  14.4 999.0 99.0 99.00
2003 01 08 00 348  3.7  4.4  3.80 16.67 12.37 278 1015.0  17.5  14.4 999.0 99.0 99.00
2003 01 08 01 357  3.4  4.2  3.61 16.67 12.25 282 1015.1  16.8  14.2 999.0 99.0 99.00
2003 01 08 02   7  2.3  3.0  3.52 16.67 12.01 273 1015.3  16.5  14.1 999.0 99.0 99.00
2003 01 08 03  11  2.5  3.3  3.47 14.29 11.98 276 1015.7  15.9  14.1 999.0 99.0 99.00
2003 01 08 04  23  3.4  4.3  3.23 16.67 12.11 277 1015.5  16.7  14.1 999.0 99.0 99.00
2003 01 08 05  55  2.5  4.9  3.80 16.67 12.78 267 1015.8  16.7  14.1 999.0 99.0 99.00
2003 01 08 06  86  6.6  9.3  3.60 16.67 12.62 285 1015.7  18.0  14.1 999.0 99.0 99.00
2003 01 08 07 107  5.4  7.1  2.98 16.67 11.72 292 1015.7  17.5  14.1 999.0 99.0 99.00
2003 01 08 08 116  3.9  5.2  3.08 16.67 12.13 283 1015.4  16.8  14.1 999.0 99.0 99.00
2003 01 08 09 116  2.6  4.4  3.18 14.29 12.32 277 1015.3  15.5  14.1 999.0 99.0 99.00
2003 01 08 10 138  4.6  5.9  2.91 14.29 11.36 275 1015.5  15.7  13.9 999.0 99.0 99.00
2003 01 08 11 124  5.0  6.6  2.63 16.67 10.48 278 1015.3  15.9  14.1 999.0 99.0 99.00
2003 01 08 12 138  4.8  6.3  3.00 14.29 10.67 275 1015.0  15.6  14.1 999.0 99.0 99.00
2003 01 08 13 130  4.0  5.1  2.82 14.29 11.26 283 1014.7  15.2  13.8 999.0 99.0 99.00
2003 01 08 14 134  3.1  4.8  2.72 16.67 11.19 244 1014.9  15.2  13.7 999.0 99.0 99.00
2003 01 08 15 143  2.5  3.6  3.06 16.67 12.00 245 1015.6  15.0  13.7 999.0 99.0 99.00
2003 01 08 16 154  2.3  3.3  2.66 14.29 11.15 263 1015.7  15.0  13.7 999.0 99.0 99.00
2003 01 08 17 142  3.3  4.8  2.77 14.29 12.20 272 1016.5  15.0  13.7 999.0 99.0 99.00
2003 01 08 18 164  4.5  5.4  2.89 16.67 12.75 289 1017.3  15.3  13.7 999.0 99.0 99.00
2003 01 08 19 163  4.5  5.7  2.53 14.29 11.97 274 1017.3  15.6  13.8 999.0 99.0 99.00
2003 01 08 20 164  4.7  5.8  2.67 16.67 11.55 293 1016.6  14.9  14.1 999.0 99.0 99.00
2003 01 08 21 139  4.8  5.8  3.04 14.29 11.92 278 1016.2  14.9  14.1 999.0 99.0 99.00
2003 01 08 22 156  4.8  5.7  2.33 14.29 11.09 287 1016.2  14.9  14.1 999.0 99.0 99.00
2003 01 08 23 133  4.2  5.4  2.38 16.67 11.37 286 1016.4  14.9  14.1 999.0 99.0 99.00
2003 01 09 00 111  5.1  6.8  2.37 16.67 11.15 106 1016.4  14.5  14.1 999.0 99.0 99.00
2003 01 09 01 108  4.7  6.0  2.59 16.67 11.50 113 1016.7  14.2  14.1 999.0 99.0 99.00
2003 01 09 02 103  4.6  5.9  2.48 16.67 11.56 120 1016.9  14.1  14.1 999.0 99.0 99.00
2003 01 09 03 123  4.3  5.8  2.55 14.29 11.59 298 1017.0  14.1  14.1 999.0 99.0 99.00
2003 01 09 04 127  4.9  6.2  2.57 14.29 11.92 283 1016.9  14.1  14.1 999.0 99.0 99.00
2003 01 09 05 128  4.6  5.8  2.59 14.29 12.16 276 1016.9  14.1  14.1 999.0 99.0 99.00
2003 01 09 06 146  4.7  5.7  2.37 14.29 12.18 304 1017.7  14.1  14.1 999.0 99.0 99.00
2003 01 09 07 141  5.1  6.4  2.45 14.29 12.25 265 1017.6  14.1  14.1 999.0 99.0 99.00
2003 01 09 08 118  6.0  7.4  2.53 14.29 11.82 265 1017.1  14.1  14.1 999.0 99.0 99.00
2003 01 09 09 123  6.1  7.5  2.09 14.29 10.36 281 1016.5  14.1  14.1 999.0 99.0 99.00
2003 01 09 10 144  7.1  8.8  2.34 14.29 10.56 297 1016.7  13.7  14.1 999.0 99.0 99.00
2003 01 09 11 142  6.2  7.8  2.21 14.29  9.46 308 1016.9  14.0  14.1 999.0 99.0 99.00
2003 01 09 12 134  6.5  7.7  2.11 14.29  8.27 137 1016.4  13.7  14.1 999.0 99.0 99.00
2003 01 09 13 133  6.8  8.9  2.11 14.29  8.54 283 1016.3  14.1  14.0 999.0 99.0 99.00
2003 01 09 14 135  7.1  8.7  2.12 14.29  8.34 282 1016.9  14.2  13.8 999.0 99.0 99.00
2003 01 09 15 132  6.3  8.3  2.20 14.29  8.88 296 1017.4  14.1  13.9 999.0 99.0 99.00
2003 01 09 16 124  7.3  9.2  2.35 14.29  8.86 286 1017.5  14.1  13.8 999.0 99.0 99.00
2003 01 09 17 120  8.0  9.8  2.17 14.29  8.07 302 1017.7  14.1  13.8 999.0 99.0 99.00
2003 01 09 18 133  8.4  9.9  2.15 14.29  7.69 345 1018.2  14.1  13.7 999.0 99.0 99.00
2003 01 09 19 134  7.7  9.6  2.31 14.29  7.79 123 1018.1  14.1  13.8 999.0 99.0 99.00
2003 01 09 20 140  8.7 10.1  2.18 14.29  7.38 288 1017.3  14.1  14.0 999.0 99.0 99.00
2003 01 09 21 139  8.2  9.9  2.37 12.50  7.88 302 1016.4  14.1  14.1 999.0 99.0 99.00
2003 01 09 22 151  7.6  9.4  2.22 14.29  7.12 134 1016.3  14.1  14.1 999.0 99.0 99.00
2003 01 09 23 145  8.0  9.6  2.20 14.29  7.43 118 1016.0  14.1  14.1 999.0 99.0 99.00
2003 01 10 00 152  8.1  9.7  2.30 14.29  7.78 269 1016.1  14.1  14.1 999.0 99.0 99.00
2003 01 10 01 153  7.6  9.8  2.16 12.50  7.05 307 1015.8  14.1  14.1 999.0 99.0 99.00
2003 01 10 02 154  8.3  9.7  2.27 12.50  7.14 115 1016.1  14.1  14.1 999.0 99.0 99.00
2003 01 10 03 152  8.0  9.3  2.55 14.29  8.16 163 1016.3  14.1  14.1 999.0 99.0 99.00
2003 01 10 04 153  8.5 10.5  2.12 11.11  6.71 289 1016.4  14.1  14.1 999.0 99.0 99.00
2003 01 10 05 164  8.5 10.1  2.78 14.29  7.81 257 1016.7  14.1  14.1 999.0 99.0 99.00
2003 01 10 06 168  8.7 11.2  2.68 14.29  7.30 287 1017.1  14.1  14.1 999.0 99.0 99.00
2003 01 10 07 166  8.0  9.9  2.50 14.29  7.19 250 1017.1  13.7  14.1 999.0 99.0 99.00
2003 01 10 08 168  8.5  9.9  2.55 14.29  7.36 303 1016.6  14.1  14.1 999.0 99.0 99.00
2003 01 10 09 165  6.2  7.6  2.50 14.29  7.45 254 1016.4  14.1  14.1 999.0 99.0 99.00
2003 01 10 10 177  7.4  8.8  2.80 12.50  8.24 254 1016.4  14.1  14.1 999.0 99.0 99.00
2003 01 10 11 180  6.8  8.4  2.45 14.29  7.50 291 1016.5  14.1  14.1 999.0 99.0 99.00
2003 01 10 12 191  7.4  8.6  2.37 12.50  7.31 257 1016.3  14.1  14.1 999.0 99.0 99.00
2003 01 10 13 193  6.2  7.6  2.32 12.50  6.80 271 1016.4  14.1  14.1 999.0 99.0 99.00
2003 01 10 14 196  5.7  6.9  2.30 12.50  7.42 260 1017.2  14.1  14.1 999.0 99.0 99.00
2003 01 10 15 212  3.4  4.2  2.29 12.50  7.23 277 1017.7  14.1  14.1 999.0 99.0 99.00
2003 01 10 16 225  3.9  4.7  2.16 12.50  7.54 263 1018.1  14.1  14.1 999.0 99.0 99.00
2003 01 10 17 183  2.4  2.8  2.23 12.50  7.74 271 1018.8  13.7  14.1 999.0 99.0 99.00
2003 01 10 18 151  2.7  3.3  2.07 12.50  7.64 271 1019.2  13.7  14.1 999.0 99.0 99.00
2003 01 10 19 180  3.7  4.5  2.03 11.11  7.79 261 1020.0  14.1  14.1 999.0 99.0 99.00
2003 01 10 20 146  3.1  4.0  2.21 12.50  7.98 264 1019.5  14.1  14.1 999.0 99.0 99.00
2003 01 10 21 154  2.8  3.7  2.20 11.11  7.93 262 1018.9  14.4  14.1 999.0 99.0 99.00
2003 01 10 22 163  2.6  3.5  2.19 12.50  8.28 260 1018.4  13.6  14.1 999.0 99.0 99.00
