YYYY MM DD hh mm  WD  WSPD GST  WVHT  DPD   APD  MWD  BAR    ATMP  WTMP  DEWP  VIS  TIDE
2005 01 01 00 00 279  2.7  4.6  3.58 14.29  9.11 999 1014.1  12.6  14.1 999.0 99.0 99.00
2005 01 01 01 00 263  1.5  3.0  3.08 11.11  8.81 999 1014.2  12.1  14.1 999.0 99.0 99.00
2005 01 01 02 00 233  0.8  3.1  3.28 14.29  8.65 999 1014.7  12.1  14.1 999.0 99.0 99.00
2005 01 01 03 00 207  1.3  2.7  3.38 14.29  8.61 999 1014.9  12.2  14.1 999.0 99.0 99.00
2005 01 01 04 00 228  2.1  3.6  3.66 12.50  8.65 999 1015.3  12.5  14.1 999.0 99.0 99.00
2005 01 01 05 00 211  3.1  4.4  3.43 11.11  8.37 999 1015.5  12.5  14.1 999.0 99.0 99.00
2005 01 01 06 00 206  2.5  3.8  3.33 12.50  8.38 999 1015.9  12.5  13.9 999.0 99.0 99.00
2005 01 01 07 00 210  3.2  4.3  3.06 12.50  8.09 999 1016.2  12.6  13.6 999.0 99.0 99.00
2005 01 01 08 00 209  2.3  3.8  2.79 10.00  8.09 999 1016.1  12.1  13.5 999.0 99.0 99.00
2005 01 01 09 00 214  4.0  5.3  2.70 14.29  8.16 999 1015.8  12.6  13.5 999.0 99.0 99.00
2005 01 01 10 00 214  3.9  5.2  2.55 11.11  7.80 999 1015.7  12.2  13.6 999.0 99.0 99.00
2005 01 01 11 00 262  3.1  4.9  2.50 14.29  8.10 999 1016.1  10.7  13.6 999.0 99.0 99.00
2005 01 01 12 00 173  1.2  2.6  2.62 14.29  8.43 999 1016.0  11.0  13.5 999.0 99.0 99.00
2005 01 01 13 00 113  3.9  5.9  2.69 14.29  8.44 999 1016.1  11.1  13.5 999.0 99.0 99.00
2005 01 01 14 00 130  2.8  5.0  2.92 14.29  8.81 999 1016.4  11.2  13.6 999.0 99.0 99.00
2005 01 01 15 00 108  3.8  5.1  2.83 14.29  8.76 999 1016.9  11.0  13.6 999.0 99.0 99.00
2005 01 01 16 00 108  4.8  7.0  2.96 14.29  9.59 999 1017.3  11.0  13.6 999.0 99.0 99.00
2005 01 01 17 00 121  3.7  5.2  2.59 14.29  9.01 999 1017.8  11.5  13.6 999.0 99.0 99.00
2005 01 01 18 00 122  4.8  6.7  2.84 14.29  9.53 999 1018.6  11.4  13.6 999.0 99.0 99.00
2005 01 01 19 00 139  4.0  6.0  2.62 14.29  9.60 999 1018.9  12.0  13.6 999.0 99.0 99.00
2005 01 01 20 00 158  3.2  5.0  2.50 12.50  8.89 999 1018.2  12.5  13.6 999.0 99.0 99.00
2005 01 01 21 00 215  2.3  3.2  2.31 12.50  8.56 999 1017.6  12.8  13.7 999.0 99.0 99.00
2005 01 01 22 00 231  2.3  3.5  3.03 12.50  9.34 999 1017.2  12.8  13.7 999.0 99.0 99.00
2005 01 01 23 00 224  2.4  3.7  3.10 12.50  9.84 999 1017.0  12.8  13.6 999.0 99.0 99.00
2005 01 02 00 00 263  0.5  2.1  3.08 12.50  9.56 999 1016.8  12.8  13.6 999.0 99.0 99.00
2005 01 02 01 00 283  0.4  2.1  2.82 12.50  9.40 999 1016.7  12.1  13.6 999.0 99.0 99.00
2005 01 02 02 00 270  0.4  1.9  2.66 12.50  8.80 999 1016.9  12.1  13.6 999.0 99.0 99.00
2005 01 02 03 00 249  0.1  0.9  2.58 11.11  8.59 999 1017.2  12.1  13.6 999.0 99.0 99.00
2005 01 02 04 00 234  0.1  1.0  2.61 11.11  8.28 999 1017.3  12.1  13.6 999.0 99.0 99.00
2005 01 02 05 00 252  0.2  1.7  2.59 11.11  8.22 999 1017.4  12.1  13.6 999.0 99.0 99.00
2005 01 02 06 00 180  0.0  0.6  2.53 11.11  8.34 999 1017.6  12.1  13.7 999.0 99.0 99.00
2005 01 02 07 00 180  0.0  0.4  2.30 11.11  8.01 999 1017.6  12.0  13.7 999.0 99.0 99.00
2005 01 02 08 00 104  2.2  4.0  2.44 11.11  8.44 999 1017.2  11.5  13.7 999.0 99.0 99.00
2005 01 02 09 00  96  3.7  5.3  2.33 12.50  8.50 999 1016.7  11.4  13.7 999.0 99.0 99.00
2005 01 02 10 00 135  4.0  5.4  2.58 12.50  9.07 999 1016.4  11.3  13.7 999.0 99.0 99.00
2005 01 02 11 00 149  0.5  2.5  2.13 12.50  8.30 999 1016.1  11.0  13.7 999.0 99.0 99.00
2005 01 02 12 00 130  2.1  4.1  2.47 12.50  9.35 999 1015.7  11.3  13.7 999.0 99.0 99.00
2005 01 02 13 00 125  4.1  5.8  2.23 12.50  9.06 999 1015.2  11.0  13.7 999.0 99.0 99.00
2005 01 02 14 00 117  2.5  3.9  2.30 12.50  9.06 999 1014.8  10.8  13.6 999.0 99.0 99.00
2005 01 02 15 00 119  3.0  4.5  2.24 12.50  9.14 999 1014.8  11.1  13.7 999.0 99.0 99.00
2005 01 02 16 00 124  3.8  5.8  2.47 12.50  9.74 999 1014.8  11.0  13.7 999.0 99.0 99.00
2005 01 02 17 00 138  4.1  5.6  2.18 12.50  9.10 999 1015.0  11.1  13.7 999.0 99.0 99.00
2005 01 02 18 00 141  4.4  6.3  2.31 12.50  9.15 999 1015.4  11.4  13.7 999.0 99.0 99.00
2005 01 02 19 00 158  6.4  8.1  2.17 12.50  9.08 999 1014.9  11.8  13.7 999.0 99.0 99.00
2005 01 02 20 00 180  6.7  8.2  1.94 11.11  8.79 999 1013.9  12.5  14.1 999.0 99.0 99.00
2005 01 02 21 00 176  7.2  8.7  2.12 11.11  7.96 999 1012.9  12.5  14.1 999.0 99.0 99.00
2005 01 02 22 00 165  7.5  9.0  2.19 11.11  7.93 999 1012.1  12.5  14.2 999.0 99.0 99.00
2005 01 02 23 00 170  7.8  9.4  2.04 11.11  7.07 999 1011.5  12.6  14.2 999.0 99.0 99.00
2005 01 03 00 00 164  8.1  9.9  2.34 11.11  7.92 999 1011.3  12.6  14.1 999.0 99.0 99.00
2005 01 03 01 00 169  8.3 10.2  2.47 11.11  7.50 999 1011.0  12.2  14.1 999.0 99.0 99.00
2005 01 03 02 00 185  5.3  6.8  2.33 12.50  7.45 999 1011.1  11.7  14.1 999.0 99.0 99.00
2005 01 03 03 00 161  6.0  7.5  2.44 12.50  7.29 999 1011.1  11.2  14.1 999.0 99.0 99.00
2005 01 03 04 00 182  9.0 10.6  2.32 12.50  7.28 999 1010.7  12.3  14.1 999.0 99.0 99.00
2005 01 03 05 00 222  7.8  9.9  2.45 12.50  7.04 999 1011.1  10.9  14.1 999.0 99.0 99.00
2005 01 03 06 00 234  5.9  7.8  2.31 12.50  6.81 999 1011.2  10.5  14.1 999.0 99.0 99.00
2005 01 03 07 00 210  7.7  9.2  2.55 12.50  7.28 999 1011.4  11.2  14.1 999.0 99.0 99.00
2005 01 03 08 00 195  6.6  7.7  2.49 12.50  7.78 999 1011.0  11.0  14.0 999.0 99.0 99.00
2005 01 03 09 00 220  4.4  5.3  2.33 12.50  7.87 999 1010.5  11.4  13.7 999.0 99.0 99.00
2005 01 03 10 00 230  4.5  5.5  2.30 12.50  8.09 999 1010.4  11.0  13.7 999.0 99.0 99.00
2005 01 03 11 00 253  0.3  1.6  2.17 14.29  8.42 999 1010.2  10.9  13.7 999.0 99.0 99.00
2005 01 03 12 00 180  0.0  0.7  2.10 14.29  8.51 999 1009.8  11.0  13.7 999.0 99.0 99.00
2005 01 03 13 00 303  0.3  1.8  2.07 12.50  8.65 999 1009.5  10.5  13.7 999.0 99.0 99.00
2005 01 03 14 00 339  0.3  1.7  1.95 12.50  8.24 999 1009.6  10.9  13.7 999.0 99.0 99.00
2005 01 03 15 00 261  0.6  2.3  2.08 12.50  8.79 999 1009.7  11.3  13.7 999.0 99.0 99.00
2005 01 03 16 00  99  2.2  4.6  2.23 12.50  9.38 999 1009.8  10.9  14.1 999.0 99.0 99.00
2005 01 03 17 00 120  2.0  3.9  1.90 11.11  8.24 999 1010.0  11.0  14.1 999.0 99.0 99.00
2005 01 03 18 00 142  2.3  3.8  2.07 12.50  9.05 999 1010.2  11.0  14.1 999.0 99.0 99.00
2005 01 03 19 00 187  1.3  2.8  2.19 12.50  8.78 999 1010.1  11.7  14.1 999.0 99.0 99.00
2005 01 03 20 00 233  0.1  0.9  2.39 12.50  8.80 999 1009.0  11.7  14.1 999.0 99.0 99.00
2005 01 03 21 00 238  1.3  2.5  1.97 11.11  8.09 999 1008.0  11.4  13.7 999.0 99.0 99.00
2005 01 03 22 00 204  0.7  2.6  2.15 11.11  8.44 999 1007.7  11.5  13.7 999.0 99.0 99.00
2005 01 03 23 00 216  1.2  2.1  2.51 25.00  9.21 999 1007.3  11.4  13.7 999.0 99.0 99.00
2005 01 04 00 00 225  1.8  3.6  2.62 25.00  9.53 999 1007.4  11.4  13.7 999.0 99.0 99.00
2005 01 04 01 00 215  0.5  1.7  2.40 25.00  9.08 999 1007.7  11.2  13.7 999.0 99.0 99.00
2005 01 04 02 00 263  0.2  1.4  2.79 25.00  9.89 999 1007.7  11.0  13.6 999.0 99.0 99.00
2005 01 04 03 00 180  0.0  0.8  2.76 20.00 10.37 999 1007.9  11.0  13.6 999.0 99.0 99.00
2005 01 04 04 00 333  0.1  1.0  2.28 20.00  8.79 999 1008.2  11.0  13.6 999.0 99.0 99.00
2005 01 04 05 00 343  0.3  1.9  2.43 20.00  9.39 999 1008.3  11.1  13.6 999.0 99.0 99.00
2005 01 04 06 00 324  1.6  3.3  2.55 20.00  9.89 999 1008.3  11.1  13.6 999.0 99.0 99.00
2005 01 04 07 00  29  2.5  3.8  2.37 20.00  9.53 999 1008.4  11.0  13.6 999.0 99.0 99.00
2005 01 04 08 00  44  2.5  4.3  2.19 20.00  9.47 999 1008.0  10.9  13.6 999.0 99.0 99.00
2005 01 04 09 00 356  1.0  2.9  2.23 20.00  9.55 999 1007.5  11.0  13.6 999.0 99.0 99.00
2005 01 04 10 00  33  3.4  4.6  2.61 20.00 11.30 999 1007.7  10.5  13.6 999.0 99.0 99.00
2005 01 04 11 00  31  2.8  4.4  2.27 20.00 10.53 999 1007.5  10.3  13.6 999.0 99.0 99.00
2005 01 04 12 00  34  2.6  3.8  2.32 20.00 10.68 999 1007.2  10.1  13.6 999.0 99.0 99.00
2005 01 04 13 00  15  1.8  3.4  2.39 20.00 10.51 999 1007.4  10.2  13.6 999.0 99.0 99.00
2005 01 04 14 00  17  1.4  2.6  2.52 20.00 11.55 999 1007.8  10.3  13.6 999.0 99.0 99.00
2005 01 04 15 00   8  2.1  3.0  2.50 20.00 10.95 999 1008.4   9.8  13.6 999.0 99.0 99.00
2005 01 04 16 00  25  0.7  2.7  2.41 20.00 10.68 999 1009.0   9.9  13.6 999.0 99.0 99.00
2005 01 04 17 00   7  0.2  1.9  2.54 20.00 10.26 999 1009.9  10.2  13.6 999.0 99.0 99.00
2005 01 04 18 00  15  0.8  1.9  2.21 20.00  9.15 999 1010.8  10.3  13.6 999.0 99.0 99.00
2005 01 04 19 00  30  0.9  2.5  2.67 10.00  9.47 999 1011.5  10.2  13.6 999.0 99.0 99.00
2005 01 04 20 00 356  0.4  1.5  2.64 20.00  9.40 999 1011.4  10.6  13.7 999.0 99.0 99.00
2005 01 04 21 00 323  1.3  3.0  2.50 20.00  9.09 999 1011.3  11.0  13.8 999.0 99.0 99.00
2005 01 04 22 00 296  3.2  4.9  2.71 20.00  9.37 999 1011.7  11.4  14.1 999.0 99.0 99.00
2005 01 04 23 00 288  3.3  5.2  2.66 20.00  9.49 999 1012.0  11.8  14.1 999.0 99.0 99.00
2005 01 05 00 00 292  4.5  6.7  2.74 20.00 10.18 999 1012.7  12.1  14.1 999.0 99.0 99.00
